CPB;titulo;categoria;n_chamadas_fsa;todas_chamadas;todos_valores;tem_complementacao;tem_comercializacao;cat_nova;motivo_cat;cat_antiga;reclassificada
B2000073200000;CASA IZABEL;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;375000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000130600000;CAVALO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;599610;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000173800000;CELSO ANTÔNIO, BRASILEIRO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;373934;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000344400000;CIDADE SUBMERSA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;85600;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000157600000;COLETIVO DE MULTIDÃO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;46667;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000026900000;CULTURAMA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;184467;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000059600000;DA MANGA ROSA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;225920;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000325100000;DENTRO DA MINHA PELE;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;160051;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000468500000;DORA E GABRIEL;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;400000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000436900000;ENTRE NÓS, UM SEGREDO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;75000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000499300000;ESPERO QUE ESTA TE ENCONTRE E QUE ESTEJAS BEM;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;222425;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000066500000;FIM DE FESTA;FSA SAV/MINC / Arranjos Regionais;3;ARRANJOS REGIONAIS|PRODAV 07|PRODAV 06;998737|500000|486678;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000184000000;FRANCISCO SÓ QUER JOGAR BOLA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;1599862;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000352100000;GYURI;FSA SAV/MINC / Arranjos Regionais;2;ARRANJOS REGIONAIS|PRODECINE 05;239472|124136;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000227100000;MEU QUERIDO SUPERMERCADO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;150000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000335200000;MEU TIO JOSÉ;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;1042033;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000100500000;NOSSO AMOR DE HOJE;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;160000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000524900000;O CINEMA E AS CIDADES;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;120000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000240100000;O LODO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;1650000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000397100000;PALAVRA CRÍTICA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;264292;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000255600000;POR TRÁS DA LINHA DE ESCUDOS;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;338100;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000239400000;SELVA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;150000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000124100000;SEM RETORNO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;900000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000160000000;SOL ALEGRIA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;500000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000154700000;SONHADORES;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;499912;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000114300000;TERMINAL PRAIA GRANDE;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;174825;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000048800000;UMA MULHER, UMA ALDEIA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000112100000;VAI MELHORAR;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;50000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000477400000;VIA PÚBLICA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;180000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000059900000;VILA HAITI;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;115000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000284300000;ÚLTIMA CIDADE;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;951439;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100075200000;A LUZ NA ESCURIDÃO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100113900000;A NUVEM ROSA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;330000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100328100000;A RAINHA E SEUS REIS DE BARRO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;219658;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100074300000;AS CORES QUE HABITAMOS;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;115000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100446000000;AVE CANUDOS! OS QUE SOBREVIVERAM TE SAÚDAM;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;436600;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100017700000;BOB CUSPE - NÓS NÃO GOSTAMOS DE GENTE;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;500000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100278600000;FLOR NO QUINTAL;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;46667;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100132300000;MAR DE ZILA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;33333;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100033900000;MATA GROSSA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;400000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100053500000;PEQUENO TRATADO DE PEQUENAS COISAS;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;260117;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100075400000;TEORIA DO ÍMPETO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;988507;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100104400000;TODA MENINA BAIANA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;226000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100141600000;TOTOTÓS CANOAS DO RIO SERGIPE;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;33330;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100024000000;TRÊS VIDAS E UM SONHO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;150000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200127900000;A PEDRA E A PALAVRA - PADRE ANTÔNIO VIEIRA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;286000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200013100000;ANIMAIS NA PISTA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;46667;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200360000000;BAHIA DA FÉ AO PROFANO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;226000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200451700000;BRICHOS 3 - MEGAVIRUS;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;1000000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200143600000;CHEF JACK, O COZINHEIRO AVENTUREIRO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;1649946;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200073000000;DEUS TEM AIDS;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;100000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200449200000;ESPUMAS AO VENTO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;442099;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200203400000;FIM DE SEMANA NO PARAÍSO SELVAGEM;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;983665;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200133200000;MÚLTIPLO VALDI;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;72588;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200497100000;O ANEL DE EVA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;733333;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200390700000;O QUE OS OLHOS NÃO VEEM...;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;150000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200212700000;OS PRIMEIROS SOLDADOS;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;900000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200442900000;PLACA-MÃE;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;1650000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200259700000;PLAUTO, UM  SOPRO MUSICAL;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;330000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300006800000;SINDICATO DO FOLCLORE BRASILEIRO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;121500;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300007600000;TODA NOITE ESTAREI LÁ;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;180000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200210800000;UM SAMURAI EM SÃO PAULO;FSA SAV/MINC / Arranjos Regionais;2;ARRANJOS REGIONAIS|COMERCIALIZAÇÃO EM CINEMA;222012|121840;False;True;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200040500000;VALE NIGHT;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;500000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200426400000;VIDA DE ORQUESTRA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;178470;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200458400000;VIZINHOS;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;112500;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200324500000;ZOOPEDIA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;631440;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300552600000;AVENTURAS DE AMÍ - 2º TEMPORADA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;910000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300142500000;CAINÃ;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;150000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300422000000;CARTÓRIO DAS ALMAS;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;846142;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300502400000;CHAMA A BEBEL;FSA SAV/MINC / Arranjos Regionais;2;ARRANJOS REGIONAIS|COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;1200000|400000;False;True;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300095100000;COLETIVOS;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;419867;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300433200000;DENTRO DE MIM;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;50000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300565300000;DESTINOS DA FÉ;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;460800;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300529200000;DIAS DE TEMPESTADE;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;150000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300557100000;GUIA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;50000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300242000000;INVASÃO MARCIANA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;142438;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300108000000;IYAS IDANAS - MULHERES DA COZINHA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;218150;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300136800000;JANGADEIROS DA SÃO PEDRO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;478270;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300252300000;LUTA DA ERVA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;180000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300154100000;MAMULENGO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;200000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300377600000;MARRAIA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;900000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300550100000;O CANTO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;50000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300527700000;O IMPEACHMENT - SETEMBRO, 1957, SEXTA-FEIRA 13;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;300000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300131300000;O POETA QUE VEIO DO POVO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;328606;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300567400000;O POLICIAL E A PASTORA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;100000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300201900000;O SILÊNCIO DAS OSTRAS;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;1650000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300500100000;O SILÊNCIO DE EVA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;510000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300546600000;OPARÁ;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;367469;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300488500000;PALAVRA PRESA;FSA SAV/MINC / Arranjos Regionais;2;ARRANJOS REGIONAIS|PRODAV 05;300000|100000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300499000000;PASTRANA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;50000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300140800000;PRESENÇA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;180000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300535500000;PROCURA METEORANGO KID: VIVO OU MORTO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;370000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300339000000;SÉRGIO RICARDO: UMA OUTRA HISTÓRIA DO CINEMA NOVO;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;300000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300141200000;TENHO FÉ;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;100000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300035300000;URSA;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;375000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300363900000;UTOPIA TROPICAL;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;833340;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300011000000;ZÉ;FSA SAV/MINC / Arranjos Regionais;1;ARRANJOS REGIONAIS;918010;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B1600656800000;FIM DO MUNDO;FSA Comercialização / Distribuição;2;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO|FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO;1756500|800000;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B2100018500000;DETETIVES DO PRÉDIO AZUL 3 - UMA AVENTURA NO FIM DO MUNDO;FSA Comercialização / Distribuição;1;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;1756500;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B2000230700000;NAS ONDAS DA FÉ;FSA Comercialização / Distribuição;1;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;1248812;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B2300374700000;DE REPENTE, MISS!;FSA Comercialização / Distribuição;1;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;275812;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B2300247400000;MARINHEIRO DAS MONTANHAS;FSA Comercialização / Distribuição;1;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;60000;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B2300402000000;UMA FADA VEIO ME VISITAR;FSA Comercialização / Distribuição;2;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO|SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL CINEMA;2249250|1181853;False;True;Automático Bilheteria;maior chamada de produção;Comercialização;True
B2300120800000;VAI TER TROCO;FSA Comercialização / Distribuição;1;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;56600;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B1700411300000;MÚSICA PARA QUANDO AS LUZES SE APAGAM;FSA Comercialização / Distribuição;2;COMERCIALIZAÇÃO EM CINEMA|ARRANJOS REGIONAIS;200000|150000;False;True;Arranjos Regionais;maior chamada de produção;Comercialização;True
B1600779300000;NÓIS POR NÓIS;FSA Comercialização / Distribuição;1;COMERCIALIZAÇÃO EM CINEMA;200000;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B1800090200000;AÇUCAR;FSA Comercialização / Distribuição;1;COMERCIALIZAÇÃO EM CINEMA;100000;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B1900189100000;MISSÃO CUPIDO;FSA Comercialização / Distribuição;3;COMERCIALIZAÇÃO EM CINEMA|ARRANJOS REGIONAIS|PRODAV 06;500000|200000|200000;False;True;Arranjos Regionais;maior chamada de produção;Comercialização;True
B1800245900000;O JUÍZO;FSA Comercialização / Distribuição;1;COMERCIALIZAÇÃO EM CINEMA;500000;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B1800445500000;LOS SILENCIOS;FSA Comercialização / Distribuição;1;COMERCIALIZAÇÃO EM CINEMA;200000;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B1800517200000;MEU NOME É DANIEL;FSA Comercialização / Distribuição;1;COMERCIALIZAÇÃO EM CINEMA;200000;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B2000414400000;OLHA PRA ELAS;FSA Comercialização / Distribuição;1;COMERCIALIZAÇÃO EM CINEMA;100000;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B2300077800000;ANTES QUE ME ESQUEÇAM MEU NOME É EDY STAR - O FILME;FSA Comercialização / Distribuição;2;COMERCIALIZAÇÃO EM CINEMA|PRODAV 06;168950|144274;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B2300123500000;MADAME DUROCHER;FSA Complementação;2;COMPLEMENTAÇÃO|ARRANJOS REGIONAIS;456578|400000;True;False;Arranjos Regionais;maior chamada de produção;Complementação;True
B2300338800000;PÉROLA;FSA Complementação;1;COMPLEMENTAÇÃO;753672;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B2300261100000;RODEIO ROCK;FSA Complementação;1;COMPLEMENTAÇÃO;1796332;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B2300551000000;SAUDOSA MALOCA;FSA Complementação;1;COMPLEMENTAÇÃO;1212735;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B2100364800000;A MÃE;FSA Pontuação Festivais e Roteiro;2;CONCURSO PRODUÇÃO PARA CINEMA|ARRANJOS REGIONAIS;1680000|200000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2200124400000;ABESTALHADOS 2;FSA Pontuação Festivais e Roteiro;1;CONCURSO PRODUÇÃO PARA CINEMA;2008724;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2200386600000;NA RÉDEA CURTA;FSA Pontuação Festivais e Roteiro;1;CONCURSO PRODUÇÃO PARA CINEMA;2913000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2200380100000;O PORÃO DA RUA DO GRITO;FSA Pontuação Festivais e Roteiro;3;CONCURSO PRODUÇÃO PARA CINEMA|ARRANJOS REGIONAIS|PRODAV 06;2000000|500001|411839;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2300001100000;REGRA 34;FSA Pontuação Festivais e Roteiro;2;CONCURSO PRODUÇÃO PARA CINEMA|PRODAV 06;1900000|200000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2200243000000;SINFONIA DE UM HOMEM COMUM;FSA Pontuação Festivais e Roteiro;1;CONCURSO PRODUÇÃO PARA CINEMA;918500;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2400339600000;A VILÃ DAS NOVE;FSA Pontuação Festivais e Roteiro;1;CONCURSO PRODUÇÃO PARA CINEMA;1000000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2300201800000;JANGO NO EXÍLIO;FSA Pontuação Festivais e Roteiro;1;CONCURSO PRODUÇÃO PARA CINEMA;392000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2300065800000;O CIRCO VOLTOU;FSA Pontuação Festivais e Roteiro;1;CONCURSO PRODUÇÃO PARA CINEMA;1500000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2300121300000;O PASTOR E O GUERRILHEIRO;FSA Pontuação Festivais e Roteiro;3;CONCURSO PRODUÇÃO PARA CINEMA|COMPLEMENTAÇÃO|ARRANJOS REGIONAIS;2000000|1451461|1335692;True;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2300303300000;TPM! MEU AMOR;FSA Pontuação Festivais e Roteiro;2;CONCURSO PRODUÇÃO PARA CINEMA|COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;5650000|85578;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2200457400000;NOVO MUNDO, PINTURA DE RUA NA AMÉRICA LATINA;FSA Coprodução Internacional;1;COPRODUÇÃO INTERNACIONAL;264797;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2300240900000;AMOR REBELDE;FSA Coprodução Internacional;1;COPRODUÇÃO INTERNACIONAL;365880;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2300491600000;LA OTRA FORMA;FSA Coprodução Internacional;1;COPRODUÇÃO INTERNACIONAL;1000000;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2300527400000;PUAN;FSA Coprodução Internacional;1;COPRODUÇÃO INTERNACIONAL CINEMA;1500000;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2000497700000;ABE;FSA Automático Bilheteria;3;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA|PRODAV 06|PRODAV 07;1276009|1000000|500000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
