CPB;titulo;categoria;n_chamadas_fsa;todas_chamadas;todos_valores;tem_complementacao;tem_comercializacao;cat_nova;motivo_cat;cat_antiga;reclassificada
B1600033400000;MEU AMIGO HINDU;FSA Complementação;1;PRODECINE 04;2300000;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1500701300000;OPERAÇÕES ESPECIAIS (EX BOLETIM DE OCORRÊNCIA B.O);FSA Complementação;1;PRODECINE 04;1135416;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1500868700000;ORAÇÃO DO AMOR SELVAGEM;FSA Complementação;1;PRODECINE 04;494503;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1500778300000;S.O.S. MULHERES AO MAR 2;FSA Complementação;1;PRODECINE 04;1400000;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1600043800000;TÔ RYCA!;FSA Complementação;2;PRODECINE 04|ARRANJOS REGIONAIS;1700000|1306108;True;False;Arranjos Regionais;maior chamada de produção;Complementação;True
B1600439400000;A TERRA VERMELHA;FSA Complementação;1;PRODECINE 04;667200;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1700402100000;BLITZ;FSA Complementação;1;PRODECINE 04;745779;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1700578900000;CAMPUS SANTO;FSA Complementação;1;PRODECINE 04;1289204;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1700028400000;LAS INESES;FSA Complementação;2;PRODECINE 04|PRODECINE 03;261716|100000;True;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1600564300000;LUA EM SAGITÁRIO;FSA Complementação;1;PRODECINE 04;570307;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1700479800000;MEU MUNDIAL;FSA Complementação;2;PRODECINE 04|COMERCIALIZAÇÃO EM CINEMA;239667|200000;True;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1700477300000;DONA FLOR E SEUS DOIS MARIDOS;FSA Complementação;1;PRODECINE 04;1328471;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1800029600000;O OLHO E A FACA;FSA Complementação;3;PRODECINE 04|PRODECINE 02|PRODECINE 03;1246640|1000000|198990;True;True;Bilheteria · Distribuidora;maior chamada de produção;Complementação;True
B1700405200000;PRAÇA PARIS;FSA Complementação;3;PRODECINE 04|PRODAV 07|PRODECINE 03;1000000|700000|200000;True;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1800131200000;A TROPA DE TRAPO - NA SELVA DO ARCO-ÍRIS;FSA Complementação;1;PRODECINE 04;140937;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1800262800000;A VOZ DO SILÊNCIO;FSA Complementação;2;PRODECINE 04|PRODECINE 03;459745|200000;True;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1800556100000;CHORAR DE RIR;FSA Complementação;1;PRODECINE 04;3000000;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1800445100000;DIAMANTINO;FSA Complementação;2;PRODECINE 04|COMERCIALIZAÇÃO EM CINEMA;379250|136772;True;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1800300700000;MISSÃO 115;FSA Complementação;1;PRODECINE 04;124000;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1900019900000;O GALÃ;FSA Complementação;1;PRODECINE 04;1454847;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1800346100000;O SEGREDO DE DAVI;FSA Complementação;3;PRODECINE 04|PRODECINE 02|COMERCIALIZAÇÃO EM CINEMA;799950|700000|200000;True;True;Bilheteria · Distribuidora;maior chamada de produção;Complementação;True
B1800612900000;O ÚLTIMO JOGO;FSA Complementação;2;PRODECINE 04|COMERCIALIZAÇÃO EM CINEMA;1122173|100000;True;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1800187200000;RAIVA;FSA Complementação;2;PRODECINE 04|COMERCIALIZAÇÃO EM CINEMA;231596|200000;True;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1800285700000;TUDO POR UM POP STAR;FSA Complementação;3;PRODECINE 04|PRODECINE 01|PRODAV 06;1187647|1000000|962658;True;False;Bilheteria · Produtora;maior chamada de produção;Complementação;True
B1900588900000;MADAME;FSA Complementação;1;PRODECINE 04;198947;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1900245500000;ÁGUAS SELVAGENS;FSA Complementação;2;PRODECINE 04|COMERCIALIZAÇÃO EM CINEMA;640232|200000;True;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B2000102800000;CORRENDO POR UM SONHO;FSA Complementação;1;PRODECINE 04;914266;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B2000277900000;MINHA FAMILIA PERFEITA;FSA Complementação;1;PRODECINE 04;300000;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B2100282100000;A PRIMEIRA MORTE DE JOANA;FSA Complementação;2;PRODECINE 04|COMERCIALIZAÇÃO EM CINEMA;588690|200000;True;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B2100408100000;O LIVRO DOS PRAZERES;FSA Complementação;3;PRODECINE 04|PRODECINE 02|ARRANJOS REGIONAIS;1340754|800000|200000;True;False;Bilheteria · Distribuidora;maior chamada de produção;Complementação;True
B2100536000000;TROMBA TREM - O FILME;FSA Complementação;4;PRODECINE 04|PRODECINE 01|PRODAV 06|ARRANJOS REGIONAIS;1534456|1500000|1220544|200000;True;False;Bilheteria · Produtora;maior chamada de produção;Complementação;True
B2300440200000;NAHUEL E O LIVRO MAGICO;FSA Complementação;2;PRODECINE 04|PRODECINE 10;392374|329690;True;False;Coprodução Intl;maior chamada de produção;Complementação;True
B2300135700000;VIDAS DESCARTÁVEIS;FSA Complementação;1;PRODECINE 04;400000;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1700249500000;COMBOIO DE SAL E AÇÚCAR;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|PRODECINE 03;510132|200000;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1700596400000;DIAS VAZIOS;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|COMERCIALIZAÇÃO EM CINEMA;2040762|150000;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1600708000000;FALA COMIGO;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|PRODECINE 03;983310|200000;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1600420900000;MULHER DO PAI;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|PRODECINE 03;1021701|200000;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1700307900000;A SOMBRA DO PAI;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;1622587;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1700222300000;ABAIXO A GRAVIDADE;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|ARRANJOS REGIONAIS;2249984|133333;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1700509000000;BIO;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|COMERCIALIZAÇÃO EM CINEMA;373950|200000;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1700449500000;CONSTRUINDO PONTES;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;497012;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1700112000000;CORPO ELÉTRICO;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|PRODECINE 03;548500|200000;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1700305400000;GABRIEL E A MONTANHA;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|PRODECINE 03;1778000|200000;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1800002100000;MATA NEGRA;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;629061;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1700104200000;PENDULAR;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|PRODECINE 03;853865|200000;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1800019400000;SOBRADINHO;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;300000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1700501700000;UNICÓRNIO;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|COMERCIALIZAÇÃO EM CINEMA;1888260|200000;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1800145300000;A TORRE;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;896395;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900027100000;AINDA TEMOS A IMENSIDÃO DA NOITE;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|COMERCIALIZAÇÃO EM CINEMA;2248500|200000;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1800092400000;MARE NOSTRUM;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;2250000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1800097300000;MEIO IRMÃO;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;1220019;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1800204300000;MORMAÇO;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|COMERCIALIZAÇÃO EM CINEMA;2142014|179551;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900039300000;SIRON. TEMPO SOBRE TELA;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;548723;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900486200000;A FEBRE;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;2040000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900263400000;BREVE MIRAGEM DE SOL;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;1593909;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900381200000;CASA;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;945000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900148000000;CORA;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;469404;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900545200000;DESTERRO;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|ARRANJOS REGIONAIS;1206500|100000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900172900000;GRETA;FSA Pontuação Festivais e Roteiro;3;PRODECINE 05|PRODAV 06|COMERCIALIZAÇÃO EM CINEMA;1290178|200000|200000;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900205500000;O OUTRO LADO DA MEMÓRIA;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;1133000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900121000000;O RIO DE JANEIRO DE HO CHI MINH;FSA Pontuação Festivais e Roteiro;3;PRODECINE 05|ARRANJOS REGIONAIS|COMERCIALIZAÇÃO EM CINEMA;890296|200000|199450;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900235800000;OS SONÂMBULOS;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;478634;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900299800000;RAIA 4;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;1651000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900332300000;RIO DE VOZES;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;799970;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900425300000;RODANTES;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;1586823;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900484900000;SANTIAGO DE LAS AMERICAS OU O OLHO DO TERCEIRO MUNDO;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;995128;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900381500000;SEM SEU SANGUE;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;2073454;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900597200000;SERTÂNIA;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;1410695;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900035900000;SOLDADO ESTRANGEIRO;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|COMERCIALIZAÇÃO EM CINEMA;746030|100000;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900623600000;UM ANIMAL AMARELO;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;2240150;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1900272800000;UMA BAÍA;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|COMERCIALIZAÇÃO EM CINEMA;500000|100000;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2000263300000;5 CASAS;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;492000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2000338900000;AOS PEDAÇOS;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;2250000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2000297200000;ESPERA;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;748561;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2000177900000;KEVIN;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;484000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2000313600000;LUZ NOS TRÓPICOS;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;2247415;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2000076800000;MATO SECO EM CHAMAS;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;2250000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2000319500000;NHEENGATU;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;384432;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2000361300000;O REFLEXO DO LAGO;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;538780;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2000346300000;PAIXÕES RECORRENTES;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;2250000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2000044900000;PARA ONDE VOAM AS FEITICEIRAS;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|ARRANJOS REGIONAIS;965080|200000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2000473600000;VENTO SECO;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;1498000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2100535800000;A VIDA É DA COR QUE PINTAMOS;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;930000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2100105600000;FORTALEZA HOTEL;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;1974200;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2100027500000;NATUREZA MORTA;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;1499300;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2200146400000;A FELICIDADE DAS COISAS;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;2250000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2200214700000;ADEUS CAPITÃO;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;715801;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2200023200000;ALDEOTAS;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;2200000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2200132800000;BEM VINDOS DE NOVO;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|ARRANJOS REGIONAIS;200250|150000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2300031800000;BIZARROS PEIXES DAS FOSSAS ABISSAIS;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;760000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2200004100000;CANÇÃO AO LONGE;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|ARRANJOS REGIONAIS;938400|600000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2200295300000;CASA VAZIA;FSA Pontuação Festivais e Roteiro;2;PRODECINE 05|COMERCIALIZAÇÃO EM CINEMA;1481447|100000;False;True;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2200297400000;LAVRA;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;786270;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2300051700000;FOGARÉU;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;2242900;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2300180200000;LAMPIÃO, GOVERNADOR DO SERTÃO;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;499998;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2300537000000;LONGE DO PARAÍSO;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;2250000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B2300041800000;TIA VIRGÍNIA;FSA Pontuação Festivais e Roteiro;1;PRODECINE 05;2250000;False;False;Festivais · Pontuação;maior chamada de produção;Festivais · Pontuação;False
B1800115900000;"""EL HOMBRE QUE CUIDA""";FSA Coprodução Internacional;2;PRODECINE 06|PRODECINE 03;250000|200000;False;True;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B1700396100000;NINGUÉM ESTÁ OLHANDO;FSA Coprodução Internacional;1;PRODECINE 06;250000;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B1800293900000;AS HERDEIRAS;FSA Coprodução Internacional;1;PRODECINE 06;250000;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B1900036000000;LIBERDADE É UMA GRANDE PALAVRA;FSA Coprodução Internacional;1;PRODECINE 06;175000;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B1800468000000;PESSOAS HUMANAS;FSA Coprodução Internacional;1;PRODECINE 06;250000;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B1800215300000;UMA VIAGEM INESPERADA;FSA Coprodução Internacional;2;PRODECINE 06|PRODECINE 03;250000|100000;False;True;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B1900322000000;VIVIR ALLÍ NO ES EL INFIERNO ES EL FUEGO DEL DESIERTO.LA PLENITUD DE LA VIDA QUEDÓ AHÍ COMO UN ÁRBOL;FSA Coprodução Internacional;1;PRODECINE 06;136099;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2000043400000;A OUTRA PELE;FSA Coprodução Internacional;1;PRODECINE 06;250000;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B1900541900000;BREVE HISTÓRIA DO PLANETA VERDE;FSA Coprodução Internacional;2;PRODECINE 06|ARRANJOS REGIONAIS;250000|33000;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B1900050800000;POETAS DO CÉU;FSA Coprodução Internacional;1;PRODECINE 06;175000;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2000556700000;A BARQUEIRA;FSA Coprodução Internacional;1;PRODECINE 06;250000;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2000184900000;A HISTÓRIA DO MEU NOME;FSA Coprodução Internacional;1;PRODECINE 06;167758;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2100148000000;TANTAS ALMAS;FSA Coprodução Internacional;1;PRODECINE 06;250000;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2200208200000;LAS VACACIONES DE HILDA;FSA Coprodução Internacional;1;PRODECINE 06;250000;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2300174400000;FANTASMA;FSA Coprodução Internacional;1;PRODECINE 06;250000;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2300315200000;LA ESTRATÉGIA DEL MERO;FSA Coprodução Internacional;1;PRODECINE 06;250000;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B1800358900000;A FAMÍLIA SUBMERSA;FSA Coprodução Internacional;2;PRODECINE 07|COMERCIALIZAÇÃO EM CINEMA;796025|200000;False;True;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2100075500000;LAMAÇAL;FSA Coprodução Internacional;1;PRODECINE 07;821925;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2000332000000;AVÓ DEZANOVE E O SEGREDO DO SOVIÉTICO;FSA Coprodução Internacional;1;PRODECINE 08;500040;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2100120000000;PEDRO E INÊS;FSA Coprodução Internacional;1;PRODECINE 08;487635;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2100241700000;ESCRITA ÍNTIMA;FSA Coprodução Internacional;1;PRODECINE 08;467910;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2100277700000;LA TEORIA DE LOS VIDRIOS ROTOS;FSA Coprodução Internacional;1;PRODECINE 09;468495;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2100119800000;MATEÍNA;FSA Coprodução Internacional;1;PRODECINE 09;500040;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B2200298400000;O BAILE DOS 41;FSA Coprodução Internacional;1;PRODECINE 12;561270;False;False;Coprodução Intl;maior chamada de produção;Coprodução Intl;False
B1500542700000;TORI, A DETETIVE;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODUÇÃO CINEMA|PRODAV 01;5000000|1222300;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1800078700000;TORI, A DETETIVE;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODUÇÃO CINEMA|PRODAV 01;5000000|1222300;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1900209700000;PACARRETE;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 01;1250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000142400000;MARES DO DESTERRO;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 01;1250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000484500000;O NOVELO;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 01;1250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000461200000;VALENTINA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 01;1250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200250200000;NOITES ALIENÍGENAS;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 01;1231960;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200012900000;REPRESA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 01;1250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300179900000;NADA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 01;1250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B1900300800000;BENTO;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 02;1250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000141100000;ALÉM DA LENDA - FILME;FSA SAV/MINC / Arranjos Regionais;2;SAV/MINC 02|PRODAV 09;1113223|455000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000100300000;PASSAGEM SECRETA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 02;1162960;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000378500000;PEQUENOS GUERREIROS;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 02;1250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000292100000;PIRÔCO;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 02;1250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000202100000;POROPOPÓ;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 02;1250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100262500000;DESPEDIDA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 02;1250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200145800000;A CAVERNA DE ESTELA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 02;100000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200149500000;ALICE DOS ANJOS;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 02;848828;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200087600000;CHICO - MEU AMIGO INVISÍVEL;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 02;99138;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200136500000;FABULOSOS JOÃO E MARIA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 02;1250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200047500000;HOSPITAL DE BRINQUEDOS;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 02;100000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300513100000;OMEGATRONE - O PODER DOS 5 REINOS;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 02;99940;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B1900050700000;A TERRA NEGRA DOS KAWA;FSA SAV/MINC / Arranjos Regionais;2;SAV/MINC 03|COMERCIALIZAÇÃO EM CINEMA;1405705|200000;False;True;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B1900059200000;MUDANÇA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 03;1499347;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B1900533600000;EU, NIRVANA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 03;1500000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
