cpb,titulo_original,ano_ref,ano_producao_inicial,uf_requerente,segmento_destinacao_inicial,tipo_obra,familia_chamada,chamada_publica,coproducao_internacional,valor_contrato_brl,n_contratos_fsa,fator_real_2024,valor_contrato_r2024,valor_fsa_r2024,inv_fsa_r2024,inv_renuncia_r2024,tem_renuncia,publico_domestico,chegou_cinema,publico_por_milhao_r2024,renda_total,sessoes_total,n_municipios,eventos_intl,pontos_intl,fest_pontuacao,fest_n,admissoes_europa,vod_eu_presencas,cartaz_eua,cartaz_asia,intl_n_mercados,desempenho_internacional,intl_n_sinais,tem_internacional,n_canais_intl,vod_paises,critica_indice_1_5,imdb_rating,imdb_n_votos,tem_critica,tem_imdb
B1900341900000,MÚSICA PARA MORRER DE AMOR,2016,2019,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,1500000.0,1,1.487011,2230516.5,2230516.5,2230516.5,0.0,False,70.0,True,31.382865807089974,1461.6,19.0,4.0,,,,,,,False,False,0,0.0,0,False,,,4.3,6.5,174.0,True,True
B2400288400000,SAL A GOSTO,2018,2024,GO,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,PRODAV,PRODAV - TVS PÚBLICAS,False,1500000.0,1,1.392194,2088291.0,2088291.0,2088291.0,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1402269800000,MEU AMIGO ENCOSTO,2012,2014,RJ,INDEFINIDO,FICÇÃO,PRODAV,PRODAV 01,False,1500000.0,1,1.971315,2956972.5,2956972.5,2956972.5,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,4.3,,,True,False
B2100452100000,NINA,2015,2021,BA,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,1500000.0,1,1.580544,3510430.0,2370816.0,2370816.0,1139614.0,True,86.0,True,24.498423270083723,1617.21,42.0,5.0,,,,,,,False,False,0,0.0,0,False,,,3.817,4.8,9.0,True,True
B2100027500000,NATUREZA MORTA,2013,2021,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 02 - PROJETO DERIVADO,False,2999300.0,2,1.861311,5582630.0823,5582630.0823,,,False,200.0,True,35.8254079262944,1771.74,14.0,2.0,,,,,,,False,False,0,0.0,0,False,,,,6.6,21.0,False,True
B1700473300000,NATUREZA MORTA,2013,2017,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 02 - PROJETO DERIVADO,False,2999300.0,2,1.861311,5021442.0923,5582630.0823,5021442.0923,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300145800000,O CASO ESCOLA BASE,2018,2023,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,DESEMPENHO,SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL TV E VOD,False,1500000.0,1,1.392194,2088291.0,2088291.0,2088291.0,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2100450300000,ANJO LOIRO COM SANGUE NO CABELO,2015,2021,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 06,False,1874258.04,2,1.580544,2891855.79773976,2962347.29957376,2891855.79773976,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,4.3,,,True,False
B2400186600000,ANIMAIS EM RISCO - SEGUNDA TEMPORADA,2018,2024,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,FLUXO CONTINUO,FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO,False,1500000.0,1,1.392194,2088291.0,2088291.0,2088291.0,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2100282000000,CINEMA CAFÉ,2013,2021,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 01,False,1500000.0,1,1.861311,2791966.5,2791966.5,2791966.5,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000477300000,RIR PRA NÃO CHORAR,2015,2020,DF,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,1500000.0,1,1.580544,2370816.0,2370816.0,2370816.0,0.0,False,868.0,True,366.1186696900983,14123.53,212.0,17.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400188200000,MANUAL DE SOBREVIVÊNCIA DA LITERATURA BRASILEIRA,2018,2024,PR,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,PRODAV,PRODAV - TVS PÚBLICAS,False,1500000.0,1,1.392194,2088291.0,2088291.0,2088291.0,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000436400000,TODOS OS MORTOS,2016,2020,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,True,1684255.81,2,1.487011,3566909.60121981,2504506.91628391,2496655.77621981,1070253.825,True,599.0,True,167.93248693355005,9472.49,164.0,5.0,,,42.0,11.0,,8.0,False,False,0,10.4,3,True,1.0,1.0,4.1,5.8,620.0,True,True
B2100408300000,DESERTO PARTICULAR,2016,2021,PR,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,True,2310368.8,3,1.487011,3359482.25381562,3435543.8196568,3359482.25381562,0.0,False,9141.0,True,2720.9549893046374,145378.13,712.0,23.0,,,49.5,17.0,7171.0,30.0,True,False,2,33.23,4,True,3.0,17.0,3.937,7.0,2153.0,True,True
B1800491800000,LEGALIDADE,2014,2018,RS,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,2148510.0,3,1.749188,5553801.300609999,3758147.9098799997,3737037.3966099997,1816763.904,True,15993.0,True,2879.6492950231072,223306.38,504.0,32.0,,,8.0,4.0,,,False,False,0,1.6,1,True,,,,6.6,179.0,False,True
B2400260800000,BOLA PRA FRENTE,2018,2023,MG,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,PRODAV,PRODAV - TVS PÚBLICAS,False,1500000.0,1,1.392194,2088291.0,2088291.0,2088291.0,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300527400000,PUAN,2022,2023,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODUCAO,COPRODUÇÃO INTERNACIONAL CINEMA,True,1500000.0,1,1.096731,1645096.4999999998,1645096.4999999998,1645096.4999999998,0.0,False,5854.0,True,3558.4538657762637,95500.63,202.0,9.0,10.0,46.0,46.0,18.0,,19.0,False,False,0,19.2,4,True,2.0,12.0,,6.5,1933.0,False,True
B1900098100000,O PERGAMINHO VERMELHO,2012,2019,SP,SALAS DE EXIBIÇÃO,ANIMAÇÃO,PRODECINE,PRODECINE 01,False,2000000.0,2,1.971315,3887628.0,3942630.0,3887628.0,0.0,False,27.0,True,6.945108945608994,513.33,17.0,3.0,,,,,,,False,False,0,0.0,0,False,,,3.442,,,True,False
B1500309900000,QUALQUER GATO VIRA-LATA 2,2012,2015,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,1559169.01,2,1.971315,12902919.784344528,3073613.2569481498,3060470.22226388,9842449.562080648,True,817915.0,True,63389.91590046146,10017232.88,,,,,,,,,False,False,0,0.0,0,False,,,3.605,5.5,353.0,True,True
B2000525500000,O CLUBE DOS ANJOS,2014,2020,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,True,1500000.0,1,1.749188,5602859.0625,2623782.0,2623782.0,2979077.0625,True,4363.0,True,778.7095751170342,69931.66,459.0,13.0,,,14.5,5.0,1429.0,2.0,False,False,1,11.57,4,True,3.0,1.0,2.8,6.4,163.0,True,True
B1900548300000,"LIMA BARRETO, AO TERCEIRO DIA",2015,2019,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,1500000.0,1,1.580544,3947047.66,2370816.0,2370816.0,1576231.6600000001,True,1179.0,True,298.70427254987845,19261.51,203.0,13.0,,,,,,,False,False,0,0.0,0,False,,,,7.6,36.0,False,True
B2400256300000,O CERRADO E OUTROS BICHOS,2018,2024,MT,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,PRODAV,PRODAV - TVS PÚBLICAS,False,1500000.0,1,1.392194,2088291.0,2088291.0,2088291.0,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300065800000,O CIRCO VOLTOU,2018,2023,PE,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,CONCURSO,CONCURSO PRODUÇÃO PARA CINEMA,False,1500000.0,1,1.392194,2088291.0,2088291.0,2088291.0,0.0,False,182.0,True,87.15260468967209,2280.49,86.0,8.0,,,,,,,False,False,0,0.0,0,False,,,1.7,,,True,False
B1301940000000,MATO SEM CACHORRO,2010,2013,RJ,INDEFINIDO,FICÇÃO,PRODECINE,PRODECINE 01,False,1500000.0,1,2.222058,9104288.010058621,3333087.0,3333087.0,5771201.010058619,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,5.9,1259.0,False,True
B2100515000000,AMOR DOS OUTROS,2013,2021,PI,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 01,False,1500000.0,1,1.861311,2791966.5,2791966.5,2791966.5,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,4.3,,,True,False
B2400510500000,LAR DOCE LAR,2018,2024,PA,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,PRODAV,PRODAV - TVS PÚBLICAS,False,1499993.0,1,1.392194,2088281.254642,2088281.254642,2088281.254642,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500059700000,MADE IN DAFEN,2018,2025,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,FLUXO CONTINUO,FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO,False,1499960.0,1,1.392194,2088235.3122399999,2088235.3122399999,2088235.3122399999,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2100423400000,PUNGA,2016,2021,MA,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 02 - PROJETO DERIVADO,False,1499774.0,1,1.487011,2230180.4355140002,2230180.4355140002,2230180.4355140002,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1900059200000,MUDANÇA,2014,2018,RS,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 03,SAV/MINC 03,False,1499346.62,1,1.749188,2622639.1155445604,2622639.1155445604,2622639.1155445604,0.0,False,307.0,True,117.05766080448892,2961.0,12.0,1.0,,,,,,,False,False,0,0.0,0,False,,,4.095,8.2,14.0,True,True
B2000473600000,VENTO SECO,2016,2020,GO,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 05,False,1498000.0,1,1.487011,2227542.478,2227542.478,2227542.478,0.0,False,739.0,True,331.7557385767617,12051.43,63.0,4.0,,,,,3022.0,,True,False,2,13.33,1,True,1.0,0.0,,6.4,1558.0,False,True
B2100507100000,OS DRAGÕES,2016,2021,RS,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,1687606.0,2,1.487011,2490525.285666,2509488.685666,2490525.285666,0.0,False,4931.0,True,1979.9036084395282,24506.65,4366.0,39.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2200295300000,CASA VAZIA,2016,2022,RS,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 05,False,1581447.0,2,1.487011,2342147.384917,2351629.084917,2342147.384917,0.0,False,907.0,True,387.25146241475403,10858.13,101.0,4.0,,,,,,,False,False,0,0.0,0,False,,,,6.9,13.0,False,True
B2400052900000,O MUNDO DAS ECOVILAS,2018,2022,MG,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,FLUXO CONTINUO,FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO,False,1469874.0,1,1.392194,2046349.7635559998,2046349.7635559998,2046349.7635559998,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,4.185,,,True,False
B1900019900000,O GALÃ,2013,2018,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 04,False,1454847.0,1,1.861311,9736886.84497308,2707922.724417,2707922.724417,7028964.12055608,True,2128.0,True,218.55034713673757,33886.58,664.0,13.0,,,,,,,False,False,0,0.0,0,False,,,,6.0,35.0,False,True
B1900448200000,AOS OLHOS DE ERNESTO,2015,2019,RS,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,1450000.0,1,1.580544,4153099.8,2291788.8,2291788.8,1861311.0,True,362.0,True,87.16380954775035,7042.2,227.0,7.0,,,18.0,7.0,,,False,False,0,3.6,1,True,,,3.61,7.8,208.0,True,True
B1900461300000,O HOMEM CORDIAL,2015,2019,DF,SALAS DE EXIBIÇÃO,FICÇÃO,ARRANJOS,ARRANJOS REGIONAIS,False,2219874.5300000003,4,1.580544,3415329.99414432,3508609.3691443205,3415329.99414432,0.0,False,5611.0,True,1642.8866345624635,95852.9,717.0,14.0,,,,,,,False,False,0,0.0,0,False,,,3.707,6.6,191.0,True,True
B2400402900000,ECOS DO SILÊNCIO,2015,2024,DF,SALAS DE EXIBIÇÃO,FICÇÃO,ARRANJOS,ARRANJOS REGIONAIS,False,1449079.29,1,1.580544,2290333.57733376,2290333.57733376,2290333.57733376,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400042000000,MARAVILHAS DA NATUREZA,2019,2024,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODUCAO,COPRODUÇÃO INTERNACIONAL,True,1445730.0,1,1.33467,1929572.4591,1929572.4591,1929572.4591,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,1,True,,,,,,False,False
B2000332600000,O COMPLEXO,2016,2020,RS,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 02 - PROJETO DERIVADO,False,1438000.0,1,1.487011,2138321.818,2138321.818,2138321.818,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300352600000,A DONA DA BANCA,2016,2023,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 02 - PROJETO DERIVADO,False,1578399.99,2,1.487011,2340706.64752989,2347098.1475298903,2340706.64752989,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.83,,,True,False
B1700332400000,QUERIDA MAMÃE,2014,2017,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,2624224.17,3,1.749188,4759953.02747396,4590261.4274739595,4759953.02747396,0.0,False,1646.0,True,345.8017317606827,17576.66,447.0,27.0,,,7.0,3.0,,,False,False,0,1.4,1,True,,,,6.5,86.0,False,True
B1900597200000,SERTÂNIA,2015,2019,CE,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 05,False,1410695.0,1,1.580544,2229665.51808,2229665.51808,2229665.51808,0.0,False,440.0,True,197.33901629285225,4467.35,106.0,5.0,,,,,,,False,False,0,0.0,0,False,,,,7.5,207.0,False,True
B2300575200000,ON BOARD,2013,2023,BA,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1407601.8,1,1.861311,2619984.7139598,2619984.7139598,2619984.7139598,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1900050700000,A TERRA NEGRA DOS KAWA,2014,2018,AM,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 03,SAV/MINC 03,False,1605704.61,2,1.749188,2737280.43535668,2808679.23535668,2737280.43535668,0.0,False,706.0,True,257.92023019665686,9889.32,133.0,13.0,,,,,,,False,False,0,0.0,0,False,,,2.9,5.4,10.0,True,True
B2100433800000,CARRO REI,2016,2021,PE,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,2358324.32,2,1.487011,4021122.0501281605,3506854.20540752,3757606.1399981603,263515.91013000003,True,1181.0,True,293.6991181260861,14750.54,145.0,11.0,,,18.0,5.0,,,True,False,1,10.27,1,True,,,,5.5,297.0,False,True
B2100141800000,CIDADES DE CINEMA,2013,2021,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1400007.0,1,1.861311,2605848.4291769997,2605848.4291769997,2605848.4291769997,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.7,,,True,False
B1402137200000,OS HOMENS SÃO DE MARTE...E É PRÁ LÁ QUE EU VOU!,2012,2013,SP,INDEFINIDO,FICÇÃO,PRODECINE,PRODECINE 02,False,1400000.0,1,1.971315,12682652.16428685,2759841.0,2759841.0,9922811.16428685,True,1810744.0,True,142773.2919380131,21750981.39,1.0,1.0,,,,,,,False,False,0,0.0,0,False,,,3.8,6.1,1431.0,True,True
B1600420100000,IMPRESSÕES DO MUNDO,2013,2016,DF,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 02 - PROJETO DERIVADO,False,1400000.0,1,1.861311,2605835.4,2605835.4,2605835.4,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.195,,,True,False
B2400097900000,TRADIÇÕES AMAZÔNIA ATLÂNTICA,2013,2024,BA,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1400000.0,1,1.861311,2605835.4,2605835.4,2605835.4,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1500778300000,S.O.S. MULHERES AO MAR 2,2013,2015,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 04,False,1400000.0,1,1.861311,10144835.68,2605835.4,2605835.4,7539000.28,True,1533621.0,True,151172.581634166,21119066.91,,,,,,,,,False,False,0,0.0,0,False,,,4.0,5.4,416.0,True,True
B2300023600000,WAR LOVE - AMORES DE GUERRA,2013,2023,BA,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1400000.0,1,1.861311,2605835.4,2605835.4,2605835.4,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.3,,,True,False
B1201547400000,XINGU,2009,2011,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,1400000.0,1,2.353382,19359982.452805102,3294734.8,3294734.8,16065247.6528051,True,,False,0.0,,,,,,,,1936.0,,True,False,2,13.33,1,True,1.0,0.0,3.9,7.1,2020.0,True,True
B1700480900000,ZAMA,2013,2017,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,True,1793941.0,3,1.861311,4144422.2666510004,3339082.116651,3241797.5166510004,465327.75,True,10411.0,True,2512.050976024906,142427.41,652.0,20.0,,,53.5,19.0,,32.0,True,True,2,34.03,3,True,2.0,11.0,,6.7,7697.0,False,True
B2100121100000,AS PROTAGONISTAS,2013,2021,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1365009.8,1,1.861311,2540707.7558478,2540707.7558478,2540707.7558478,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2200226700000,CRIATIVOS EM FOCO,2013,2022,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1365000.0,1,1.861311,2540689.515,2540689.515,2540689.515,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2100466100000,LIBERTÁRIOS,2013,2021,DF,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1365000.0,1,1.861311,2540689.515,2540689.515,2540689.515,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000489000000,ALMANAQUE BRASIL - SÉRIE DE DOCUMENTÁRIOS,2013,2020,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1364990.0,1,1.861311,2540670.90189,2540670.90189,2540670.90189,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.7,,,True,False
B2300201700000,A SUSTENTÁVEL LEVEZA DO SER,2016,2023,DF,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 02 - PROJETO DERIVADO,False,1364763.2,1,1.487011,2029417.8907952001,2029417.8907952001,2029417.8907952001,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500265100000,SALOMÉ,2017,2025,PE,SALAS DE EXIBIÇÃO,FICÇÃO,ARRANJOS,ARRANJOS REGIONAIS,False,2361787.8,2,1.444401,3359161.6601078,3411368.6601078,3359161.6601078,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300214800000,FAMILIA ANIMAL,2018,2023,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,FLUXO CONTINUO,FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO,True,1360000.0,1,1.392194,1893383.8399999999,1893383.8399999999,1893383.8399999999,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,1,True,,,3.635,,,True,False
B2300194200000,SALA DOS PROFESSORES,2013,2023,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 01,False,1357485.0,1,1.861311,2526701.7628349997,2526701.7628349997,2526701.7628349997,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.885,,,True,False
B1700256000000,NOKUN TXAI - NOSSOS TXAIS,2014,2016,AC,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,PRODAV,PRODAV 08,False,1352000.0,1,1.749188,2364902.176,2364902.176,2364902.176,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1700431800000,"AMANAJÉ, O MENSAGEIRO DO FUTURO",2014,2017,GO,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,PRODAV,PRODAV 10,False,1352000.0,1,1.749188,2364902.176,2364902.176,2364902.176,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.871,,,True,False
B1700262700000,ÍNDIO PRESENTE,2014,2016,AM,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,PRODAV,PRODAV 08,False,1351900.0,1,1.749188,2364727.2572,2364727.2572,2364727.2572,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1900290500000,FRONTEIRAS FLUIDAS,2014,2019,MS,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,PRODAV,PRODAV 10,False,1351754.0,1,1.749188,2364471.875752,2364471.875752,2364471.875752,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500449100000,CYCLONE,2022,2025,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,CINEMA,CINEMA VIA DISTRIBUIDORA,False,1350694.15,1,1.096731,9808609.74582365,1481348.1458236498,1481348.1458236498,8327261.6,True,404.0,True,41.18830399710996,7404.77,64.0,5.0,,,,,,,False,False,0,0.0,0,False,1.0,0.0,,,,False,False
B1900505800000,BILLY E CATARINA,2013,2019,RJ,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),ANIMAÇÃO,PRODAV,PRODAV 01,False,1350140.0,1,1.861311,2513030.43354,2513030.43354,2513030.43354,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1800294900000,EXPEDIÇÃO NORDESTE,2013,2018,BA,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1350000.0,1,1.861311,2512769.85,2512769.85,2512769.85,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000405700000,NOTURNOS 1ª TEMPORADA,2015,2020,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 06,False,1350000.0,1,1.580544,2133734.4,2133734.4,2133734.4,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000439700000,NOTURNOS 2ª TEMPORADA,2017,2020,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 06,False,1350000.0,1,1.444401,1949941.35,1949941.35,1949941.35,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1600142700000,AS AVENTURAS DE FUJIWARA MANCHESTER,2012,2016,SP,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),ANIMAÇÃO,PRODAV,PRODAV 01,False,1348000.0,1,1.971315,2657332.62,2657332.62,2657332.62,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,4.3,,,True,False
B2300200900000,GALERA DA PRAIA,2013,2023,BA,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),ANIMAÇÃO,PRODAV,PRODAV 01,False,1345000.0,1,1.861311,2503463.295,2503463.295,2503463.295,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1900421000000,RÁDIO ZOO,2013,2019,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 02 - PROJETO DERIVADO,False,1344272.67,1,1.861311,2502109.50767037,2502109.50767037,2502109.50767037,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400508000000,NA SOMBRA DA MANGUEIRA,2016,2024,MG,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),ANIMAÇÃO,PRODAV,PRODAV 02 - PROJETO DERIVADO,False,1343473.0,1,1.487011,1997759.129203,1997759.129203,1997759.129203,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
