diretor;diretor_norm;n_obras_fomento;ano_primeira_obra;ano_ultima_obra;n_obras_fsa;n_obras_renuncia;investimento_fsa_deflac;investimento_total_deflac;bilheteria_deflac;outras_janelas_deflac;receita_total_deflac;pct_receita_sintetica;roi_dom_fsa_deflac;roi_dom_total_deflac;roi_intl_medio;pontuacao_festivais_max;pontuacao_festivais_media;adm_eu_total;critica_media;categoria_principal;genero_diretor;diversidade_regional;cita_n_papers;cita_soma_citacoes;wikidata_id;prestigio_festiv;prestigio_filmes;fest_diretor_norm;fest_n_participacoes_total;fest_n_festivais_especial;fest_n_festivais_aa;fest_n_competicao_principal;fest_n_secao_paralela;fest_n_premios;fest_tem_curta_festival;fest_tem_longa_festival;fest_melhor_nivel;fest_primeiro_festival_ano;fest_ultimo_festival_ano;fest_festivais_lista;fest_n_festivais_distintos;fest_n_cannes;fest_n_berlim;fest_n_veneza;fest_n_oscar;fest_n_sundance;fest_n_rotterdam;fest_n_tiff;fest_n_locarno;fest_n_san_sebastian;fest_n_idfa;fest_n_annecy;fest_n_karlovy_vary
ARTHUR OMAR DE NORONHA SQUEFF;ARTHUR OMAR DE NORONHA SQUEFF;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR OLIVEIRA MEDEIROS;ARTHUR OLIVEIRA MEDEIROS;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO FONSECA DE TOLEDO;RODRIGO FONSECA DE TOLEDO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO FERNANDES DAS NEVES;RODRIGO FERNANDES DAS NEVES;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR MACHADO MAZZETTI;ARTHUR MACHADO MAZZETTI;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR LUIZ SANTOS MAGALHAES SIMOES;ARTHUR LUIZ SANTOS MAGALHAES SIMOES;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR LUIZ FERNANDES XAVIER;ARTHUR LUIZ FERNANDES XAVIER;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR LUIZ CAVALCANTE DE MACEDO;ARTHUR LUIZ CAVALCANTE DE MACEDO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR HENRIQUE LOPES GIMENES;ARTHUR HENRIQUE LOPES GIMENES;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR HENRIQUE GUIMARAES DE OLIVEIRA;ARTHUR HENRIQUE GUIMARAES DE OLIVEIRA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR GUILHERME PINTUCCI SALES DA CRUZ SCHNEIDER;ARTHUR GUILHERME PINTUCCI SALES DA CRUZ SCHNEIDER;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR GOMIDE WITZIG GUTTILLA;ARTHUR GOMIDE WITZIG GUTTILLA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR GABRIEL SOBREIRA;ARTHUR GABRIEL SOBREIRA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR FERREIRA AZEVEDO AZAMBUJA DOS SANTOS;ARTHUR FERREIRA AZEVEDO AZAMBUJA DOS SANTOS;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR FERNANDINO FURTADO;ARTHUR FERNANDINO FURTADO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO FELIPE MORENO PRIETO;RODRIGO FELIPE MORENO PRIETO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO FAVORETTO FERRARI;RODRIGO FAVORETTO FERRARI;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO FALLER LUCHI;RODRIGO FALLER LUCHI;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO GAMA TORRES;RODRIGO GAMA TORRES;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR COUCE NUNES;ARTHUR COUCE NUNES;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR CÉSAR DO NASCIMENTO MASTURZO;ARTHUR CESAR DO NASCIMENTO MASTURZO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR CARVALHO DE MOURA;ARTHUR CARVALHO DE MOURA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR BARBOSA SCHMIDT;ARTHUR BARBOSA SCHMIDT;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR AZEVEDO DA SILVA MOURA;ARTHUR AZEVEDO DA SILVA MOURA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR ARIE CAMPANHOLLI DE QUEIROZ;ARTHUR ARIE CAMPANHOLLI DE QUEIROZ;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR ARDINO DOBLER;ARTHUR ARDINO DOBLER;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR ARAUJO;ARTHUR ARAUJO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR ALVES;ARTHUR ALVES;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO GAMA SOUZA;RODRIGO GAMA SOUZA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO FROTA DE VASCONCELOS;RODRIGO FROTA DE VASCONCELOS;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO FREIRE GAMEIRO COELHO DE SOUZA;RODRIGO FREIRE GAMEIRO COELHO DE SOUZA;1;2021.0;2021.0;0;1;0.0;3116298.86;0.0;69613.92;69613.92;100.0;;0.0223;0.0;0.0;0.0;0;4.45;Renúncia — Art.3/3-A/39;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO FRANCISCO MESSIAS;RODRIGO FRANCISCO MESSIAS;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO FRANCISCO BRANDAO;RODRIGO FRANCISCO BRANDAO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO FRAGA MACEDO;RODRIGO FRAGA MACEDO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO JODJAHN E SOUSA;RODRIGO JODJAHN E SOUSA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARNO JOSE SCHUH JUNIOR;ARNO JOSE SCHUH JUNIOR;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARNALDO SILVA FERREIRA;ARNALDO SILVA FERREIRA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARNALDO SALUSTIANO DE MOURA;ARNALDO SALUSTIANO DE MOURA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARNALDO RIBEIRO ANDRADE;ARNALDO RIBEIRO ANDRADE;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARNALDO PIRES BRANDAO;ARNALDO PIRES BRANDAO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARNALDO CLERICI BELOTTO;ARNALDO CLERICI BELOTTO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANDO RIBEIRO FILHO;ARMANDO RIBEIRO FILHO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANDO RAFAEL SILVA SANTOS;ARMANDO RAFAEL SILVA SANTOS;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO GUIMARAES NUNES DA ROSA;RODRIGO GUIMARAES NUNES DA ROSA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO GOULART MULLER;RODRIGO GOULART MULLER;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO GONCALVES DE ABREU;RODRIGO GONCALVES DE ABREU;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO GOMES WANDERLEY;RODRIGO GOMES WANDERLEY;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO GOMES DA SILVA;RODRIGO GOMES DA SILVA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO GAZZANO;RODRIGO GAZZANO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO GARCIA PACHECO;RODRIGO GARCIA PACHECO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO LOPES DE BARROS OLIVEIRA;RODRIGO LOPES DE BARROS OLIVEIRA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANDO PRACA MENDES;ARMANDO PRACA MENDES;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANDO PAOLI JUNIOR;ARMANDO PAOLI JUNIOR;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANDO MANOEL NETO;ARMANDO MANOEL NETO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANDO LUIZ ANTENORE;ARMANDO LUIZ ANTENORE;1;2022.0;2022.0;1;0;577760.4;577760.4;0.0;65803.86;65803.86;100.0;0.1139;0.1139;0.0;0.0;0.0;0;;_tv_excluir;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANDO LOBO DE AZEVEDO MELLO NETO;ARMANDO LOBO DE AZEVEDO MELLO NETO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANDO DOS SANTOS LIMA;ARMANDO DOS SANTOS LIMA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANDO DAUDT D OLIVEIRA FILHO;ARMANDO DAUDT D OLIVEIRA FILHO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANDO BULCAO;ARMANDO BULCAO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANDO ALEXANDRE COSTA DE CASTRO;ARMANDO ALEXANDRE COSTA DE CASTRO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARLON CARLOS SOUZA SANTOS;ARLON CARLOS SOUZA SANTOS;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARLINDO FERNANDES DE ALMEIDA;ARLINDO FERNANDES DE ALMEIDA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO LIMA NUNES;RODRIGO LIMA NUNES;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO LEMES DE MORAES;RODRIGO LEMES DE MORAES;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO LAMPREIA CARVALHO;RODRIGO LAMPREIA CARVALHO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO JOSE PADIN;RODRIGO JOSE PADIN;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO NADRUZ SAMPAIO;RODRIGO NADRUZ SAMPAIO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO MOURA OLIVEIRA;RODRIGO MOURA OLIVEIRA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO MOREIRA DA SILVA;RODRIGO MOREIRA DA SILVA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO MOLINA CUSTODIO TEIXEIRA;RODRIGO MOLINA CUSTODIO TEIXEIRA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO MELLO DA SILVA;RODRIGO MELLO DA SILVA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO MATHEUS;RODRIGO MATHEUS;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO MATANA SOBRINHO;RODRIGO MATANA SOBRINHO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO MARTINS DE ARAUJO;RODRIGO MARTINS DE ARAUJO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO MARTIN CASTELLAR;RODRIGO MARTIN CASTELLAR;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO MARQUES DAS NEVES;RODRIGO MARQUES DAS NEVES;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO MARIUZZO ZANFORLIN;RODRIGO MARIUZZO ZANFORLIN;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO MARCELO LACERDA MEDRADO;RODRIGO MARCELO LACERDA MEDRADO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO MANDARINO TERRA;RODRIGO MANDARINO TERRA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO MACHADO BOECKER;RODRIGO MACHADO BOECKER;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO LUCIANO MENECUCCI;RODRIGO LUCIANO MENECUCCI;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO LUCENA FERREIRA;RODRIGO LUCENA FERREIRA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO OLIVEIRA BEZERRA;RODRIGO OLIVEIRA BEZERRA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARLINDO DOMINGOS DA CRUZ FILHO;ARLINDO DOMINGOS DA CRUZ FILHO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARLETE RODRIGUES CHAGAS DA COSTA;ARLETE RODRIGUES CHAGAS DA COSTA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARLEN HENRIQUE SIQUEIRA;ARLEN HENRIQUE SIQUEIRA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARLAN DOUGLAS GOMES DOS SANTOS;ARLAN DOUGLAS GOMES DOS SANTOS;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARISTIDES PEREIRA;ARISTIDES PEREIRA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARISTIDES MEDINA DE CARVALHO;ARISTIDES MEDINA DE CARVALHO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARION FERNANDO SALLES MALOSTRI;ARION FERNANDO SALLES MALOSTRI;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARIOALDO SOARES NETO;ARIOALDO SOARES NETO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARINY DENADAI BIANCHI;ARINY DENADAI BIANCHI;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARILENE SANDRA LYRA DE CASTRO;ARILENE SANDRA LYRA DE CASTRO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO NOVAES ROSA;RODRIGO NOVAES ROSA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO NOGUEIRA INFANTE;RODRIGO NOGUEIRA INFANTE;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO NEGRAO DE LACERDA;RODRIGO NEGRAO DE LACERDA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO NAJAR MACHADO;RODRIGO NAJAR MACHADO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO NAIMI USBERCO;RODRIGO NAIMI USBERCO;1;2021.0;2021.0;0;1;0.0;302762.54;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;;Renúncia — Art.3/3-A/39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARIEL CRISTIAN ANDRADE REZENDE;ARIEL CRISTIAN ANDRADE REZENDE;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARIEL BOTELHO NASCIMENTO DA SILVA;ARIEL BOTELHO NASCIMENTO DA SILVA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARIEL BERNARDINO DE SOUSA;ARIEL BERNARDINO DE SOUSA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARIEL ANDRES SCHVARTZMAN;ARIEL ANDRES SCHVARTZMAN;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARIANE SANTOS SANTANA;ARIANE SANTOS SANTANA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARIANE NASCIMENTO MAIA CUPERTINO;ARIANE NASCIMENTO MAIA CUPERTINO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARIANE FONSECA;ARIANE FONSECA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARIANE DA CRUZ SANTANA;ARIANE DA CRUZ SANTANA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO PIOLOGO;RODRIGO PIOLOGO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO PINHEIRO MELO;RODRIGO PINHEIRO MELO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO PEIXOTO;RODRIGO PEIXOTO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO PAULICCHI;RODRIGO PAULICCHI;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO PATROCINIO DE PAULA COSTA;RODRIGO PATROCINIO DE PAULA COSTA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO PATRICIO;RODRIGO PATRICIO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO OTAVIO PAES DE BARROS OTAVIANO;RODRIGO OTAVIO PAES DE BARROS OTAVIANO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO OLIVEIRA SAVASTANO;RODRIGO OLIVEIRA SAVASTANO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARIADINE LEITAO ZAMPAULO;ARIADINE LEITAO ZAMPAULO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARGUS LUCONI ROSENHAIM;ARGUS LUCONI ROSENHAIM;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
