CPB;titulo;ano;chamada;categoria;investimento_fsa_nominal;investimento_renuncia_art3_nominal;investimento_renuncia_outros_nominal;investimento_fsa_deflac;investimento_renuncia_total_deflac;investimento_total_deflac;bilheteria_nominal;bilheteria_deflac;outras_janelas_nominal;outras_janelas_deflac;receita_total_deflac;roi_dom_fsa_deflac;roi_dom_total_deflac;roi_internacional_0_100;pontuacao_festivais;adm_eu_lumiere;vod_n_plataformas;vod_n_paises;total_paises_alcancados;paises_festivais;paises_lumiere;paises_vod_europa;paises_lista;critica_indice_1_5;critica_fontes;critica_n_fontes;critica_confianca;cita_n_papers;cita_soma_cit;cita_max_cit;cita_venues;prestigio_festiv;wikidata_id_dir;CNPJ_produtora;genero_diretor;diversidade_regional;protagonista_diverso;UF_requerente;tem_diretor_prestigio;imdb_genres;imdb_runtime;prestigio_festivais;n_diretores;investimento_total_nominal;roi_dom_fsa_nominal;roi_dom_total_nominal
B2300320300000;SAFO;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;200000.0;0.0;209660.0;209660.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;09.047.640/0001-21;;;;;;;;;;200000.0;;0.0
B2300469100000;SALAMANDRA;2023;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;18389.0;18389.0;60000;62898.0;18389.0;0.0;;0.0;0.0;0;0;0;0;;;;;3.886;adoro_critico;1;alta;3.0;0.0;0.0;Paralelo 31 | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Latitude;;;19.804.078/0001-97;;;;;;;;;;0.0;;
B2300517700000;SALUT, MES AMI.E.S !;2023;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60000;62898.0;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;04.658.136/0001-44;;;;;;;;;;0.0;;
B2300490400000;SANTINO;2023;;Renúncia — Art.3/3-A/39;0.0;280000.0;0.0;0.0;293524.0;293524.0;6202.56;6202.56;0;0.0;6202.56;0.0;0.0211;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;04.255.207/0001-68;;;;;;;;;;280000.0;;0.0222
B2300351600000;SEM BLOQUEIO - 2ª TEMPORADA;2023;;Renúncia — Art.3/3-A/39;0.0;1425000.0;0.0;0.0;1493827.5;1493827.5;0.0;0.0;120000;125796.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;2.0;0.0;0.0;PerCursos | Revista FAMECOS;;;01.613.170/0001-04;;;;;;;;;;1425000.0;;0.0842
B2300564700000;SOCIEDADES DIGITAIS;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80000;83864.0;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;07.234.440/0001-52;;;;;;;;;;0.0;;
B2300328500000;SOCIEDADES MATRIARCAIS;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60000;62898.0;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;06.945.371/0001-22;;;;;;;;;;0.0;;
B2300364700000;STAND UP MINHA VIDA É UMA PIADA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;2784.62;2822.96;60000;62898.0;2822.96;0.0;;0.0;0.0;0;0;0;0;;;;;3.2;adoro_usuario;1;baixa;;;;;;;02.736.672/0001-95;;;;;;;;;;0.0;;
B2400090500000;STREET ROCK - TEMPORADA 1;2023;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80000;83864.0;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;03.351.961/0001-39;;;;;;;;;;0.0;;
B2300338900000;SURDES;2023;;Renúncia — Art.3/3-A/39;0.0;460717.1;0.0;0.0;482969.74;482969.74;0.0;0.0;120000;125796.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;28.037.068/0001-64;;;;;;;;;;460717.1;;0.2605
B2300170000000;TECA E TUTI: UMA NOITE NA BIBLIOTECA;2023;;Renúncia — Outros Mecanismos;0.0;0.0;1780000.0;0.0;1865974.0;1865974.0;175938.0;175938.0;200000;209660.0;175938.0;0.0;0.0943;0.0;0.0;0;0;0;0;;;;;4.013;adoro_critico|adoro_usuario;2;media;0.0;;;;;;05.738.800/0001-28;;;;;;;;;;1780000.0;;0.2112
B2300212800000;TELAS;2023;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;516.88;516.88;0;0.0;516.88;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;16.835.137/0001-04;;;;;;;;;;0.0;;
B2300176900000;TEMPO RUY;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60000;62898.0;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;3.648;adoro_critico|adoro_usuario;2;alta;14.0;5.0;3.0;Imagofagia | Palimpsesto | Arteriais - Revista do Programa de Pós-Gradução em Artes;;;12.427.430/0001-73;;;;;;;;;;0.0;;
B2300190300000;TODO DIA É DIA DE FEIRA;2023;;Renúncia — Art.3/3-A/39;0.0;353020.0;0.0;0.0;370070.87;370070.87;218.68;218.68;0;0.0;218.68;0.0;0.0006;0.0;0.0;0;0;0;0;;;;;4.0;adoro_usuario;1;baixa;;;;;;;00.538.914/0001-00;;;;;;;;;;353020.0;;0.0006
B2300214300000;TRANSMUSICAL;2023;;Renúncia — Art.3/3-A/39;0.0;328411.12;0.0;0.0;344273.38;344273.38;0.0;0.0;60000;62898.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;20.840.042/0001-48;;;;;;;;;;328411.12;;0.1827
B2300346100000;TRÊS REIS;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;12007.52;12007.52;0;0.0;12007.52;0.0;;0.0;0.0;0;0;0;0;;;;;3.745;adoro_critico|adoro_usuario;2;alta;;;;;;;17.831.177/0001-32;;;;;;;;;;0.0;;
B2300139700000;TUDO O QUE VOCÊ PODIA SER;2023;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;47930.68;47930.68;60000;62898.0;47930.68;0.0;;0.0;0.0;0;0;0;0;;;;;4.133;adoro_critico|adoro_usuario;2;media;;;;;;;16.957.757/0001-08;;;;;;;;;;0.0;;
B2300408000000;TÁ ESCRITO;2023;;Renúncia — Art.3/3-A/39;0.0;3000000.0;582845.69;0.0;3755897.14;3755897.14;1093212.17;1108250.36;140000;146762.0;1108250.36;0.0;0.2951;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;12.580.503/0001-62;;;;;;;;;;3582845.69;;0.3442
B2300549000000;UM BOM VIZINHO;2023;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120000;125796.0;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;3.793;adoro_critico|adoro_usuario;2;media;;;;;;;01.369.211/0001-69;;;;;;;;;;0.0;;
B2300388100000;UM CERTO WILSON;2023;;Renúncia — Art.3/3-A/39;0.0;300000.0;0.0;0.0;314490.0;314490.0;2007.88;2007.88;0;0.0;2007.88;0.0;0.0064;0.0;0.0;0;0;0;0;;;;;3.8;adoro_critico;1;media;;;;;;;01.369.211/0001-69;;;;;;;;;;300000.0;;0.0067
B2300465800000;UMA CARTA PARA PAPAI NOEL;2023;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;125903.76;127629.6;0;0.0;127629.6;0.0;;0.0;0.0;0;0;0;0;;;;;3.817;adoro_critico|adoro_usuario;2;alta;;;;;;;08.267.476/0001-03;;;;;;;;;;0.0;;
B2300346800000;UNIDADE BÁSICA - 3ª TEMPORADA;2023;;Renúncia — Art.3/3-A/39;0.0;3000000.0;700000.0;0.0;3878710.0;3878710.0;0.0;0.0;60000;62898.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;01.378.559/0001-12;;;;;;;;;;3700000.0;;0.0162
B2300449800000;VAMOS BRINCAR COM A TURMA DA MÔNICA – 2ª TEMPORADA;2023;;Renúncia — Art.3/3-A/39;0.0;3000000.0;0.0;0.0;3144900.0;3144900.0;0.0;0.0;280000;293524.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.9;adoro_usuario;1;baixa;1.0;1.0;1.0;;;;08.267.787/0001-64;;;;;;;;;;3000000.0;;0.0933
B2300280300000;VEM COM ELAS!;2023;;Renúncia — Art.3/3-A/39;0.0;1425000.0;0.0;0.0;1493827.5;1493827.5;0.0;0.0;120000;125796.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;01.613.170/0001-04;;;;;;;;;;1425000.0;;0.0842
B1600324600000;BILL, O TOURO;2015;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;266642.66;0.0;0.0;396500.57;0.0;396500.57;0.0;0.0;80000;126443.52;0.0;0.3189;0.0;0.0;0.0;0;0;0;0;;;;;4.3;adoro_usuario;1;baixa;0.0;;;;;;00.830.735/0001-42;;;;;;;;;;266642.66;0.3;0.3
B1800159100000;DIVERSIDADE;2015;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;166004.92;0.0;200000.0;246851.14;316108.8;562959.94;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;16.701.009/0001-60;;;;;;;;;;366004.92000000004;0.0;0.0
B1600107600000;EM NOME DA LEI;2015;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;1831960.08;250000.0;0.0;2895493.51;395136.0;3290629.51;3261654.3;4598701.24;205000;324011.52;4598701.24;1.7001;1.3975;0.0;0.0;0;0;0;0;;;;;4.3;adoro_usuario;1;baixa;;;;;;;42.473.256/0001-66;;;;;;;;;;2081960.08;1.8923;1.6651
B1600064700000;ESPAÇO ALÉM - MARINA ABRAMOVIC E O BRASIL;2015;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;60000.0;0.0;150000.0;89220.66;237081.6;326302.26;285087.9;401953.72;120000;189665.28;401953.72;6.631;1.2318;0.0;0.0;0;0;0;0;;;;;3.4;adoro_usuario;1;baixa;;;;;;;06.228.927/0001-60;;;;;;;;;;210000.0;6.7515;1.929
B1600416100000;MÃE SÓ HÁ UMA;2015;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;150000.0;0.0;3980000.0;216660.15;6290565.12;6507225.2700000005;478551.3;674488.64;425000;671731.2;674488.64;6.2135;0.1037;13.91;0.0;28144;0;0;0;;;;;3.5;adoro_usuario;1;baixa;0.0;;;;;;64.047.665/0001-33;;;;;;;;;;4130000.0;6.0237;0.2188
B1600227000000;O CASEIRO;2015;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;250000.0;2100000.0;0.0;395136.0;3319142.4;3714278.4;186754.5;263310.6;60000;94832.64;263310.6;0.9064;0.0709;0.0;0.0;0;0;0;0;;;;;3.4;adoro_usuario;1;baixa;;;;;;;53.976.478/0001-18;;;;;;;;;;2350000.0;0.987;0.105
B1600756100000;A CIDADE DO FUTURO;2016;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;200000.0;0.0;69000.0;297402.2;102603.76;400005.96;177261.44;234305.68;140000;208181.54;234305.68;1.4878;0.5858;0.0;0.0;0;0;0;0;;;;;4.062;adoro_critico|adoro_usuario;2;media;1.0;0.0;0.0;;;;00.845.658/0001-02;;;;;;;;;;269000.0;1.5863;1.1794
B1600630700000;A FINADA MÃE DA MADAME;2016;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;533333.0;0.0;3980000.0;793072.04;5918303.78;6711375.82;6915.0;9164.68;140000;208181.54;9164.68;0.2741;0.0014;0.0;0.0;0;0;0;0;;;;;3.5;adoro_usuario;1;baixa;;;;;;;09.124.563/0001-66;;;;;;;;;;4513333.0;0.2755;0.0326
B1700012000000;A PROFESSORA DE MÚSICA;2016;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;133333.33;0.0;0.0;198268.13;0.0;198268.13;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.05;adoro_critico|adoro_usuario;2;alta;1.0;0.0;0.0;AVANCA | CINEMA;;;14.949.815/0001-26;;;;;;;;;;133333.33;0.0;0.0
B1600713500000;AS AVENTURAS DE MINUANO KID;2016;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;150000.0;0.0;0.0;237081.6;0.0;237081.6;0.0;0.0;80000;118960.88;0.0;0.5018;0.0;0.0;0.0;0;0;0;0;;;;;4.3;adoro_usuario;1;baixa;1.0;0.0;0.0;LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas);;;15.288.201/0001-03;;;;;;;;;;150000.0;0.5333;0.5333
B1700013000000;CAFÉ COM CANELA;2016;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;532119.33;0.0;0.0;791267.3;0.0;791267.3;158265.92;209197.24;200000;297402.2;209197.24;0.6402;0.2644;0.0;0.0;0;0;0;0;;;;;3.7;adoro_usuario;1;baixa;36.0;14.0;5.0;Rebeca - Revista Brasileira de Estudos de Cinema e Audiovisual | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | AVANCA | CINEMA;Rotterdam;Q61641231;13.650.474/0001-20;;;;;;;;;;532119.33;0.6733;0.6733
B1700422600000;CHOCANTE;2016;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;504368.2;3000000.0;211551.88;728509.93;4775612.97;5504122.899999999;2376420.0;3149548.64;145000;215616.6;3149548.64;4.6192;0.5722;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;09.558.964/0001-24;;;;;;;;;;3715920.08;4.9992;0.6785
B1600651600000;CURUMIM, O HOMEM QUE QUERIA VOAR;2016;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;100000.0;300000.0;371010.0;148701.1;997799.25;1146500.35;32965.8;46479.44;60000;89220.66;46479.44;0.9126;0.0405;0.0;0.0;0;0;0;0;;;;;3.9;adoro_usuario;1;baixa;;;;;;;01.803.185/0001-35;;;;;;;;;;771010.0;0.9297;0.1206
B1700401900000;EU MORO AQUI;2016;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;333333.34;0.0;0.0;495670.34;0.0;495670.34;0.0;0.0;80000;118960.88;0.0;0.24;0.0;0.0;0.0;0;0;0;0;;;;;4.03;adoro_critico|adoro_usuario;2;alta;;;;;;;02.402.531/0001-36;;;;;;;;;;333333.34;0.24;0.24
B1600714000000;O ÚLTIMO TRAGO;2016;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;904326.46;0.0;0.0;1344743.39;0.0;1344743.39;7525.56;9462.88;0;0.0;9462.88;0.007;0.007;0.0;0.0;0;0;0;0;;;;;4.6;adoro_usuario;1;baixa;;;;;;;08.254.467/0001-70;;;;;;;;;;904326.46;0.0083;0.0083
B1600473500000;QUATRO MILAGRES DE UM SANTO LADRÃO;2016;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;150000.0;0.0;0.0;237081.6;0.0;237081.6;0.0;0.0;60000;89220.66;0.0;0.3763;0.0;0.0;0.0;0;0;0;0;;;;;4.1;adoro_usuario;1;baixa;0.0;;;;;;12.667.775/0001-02;;;;;;;;;;150000.0;0.4;0.4
B1600547800000;RIFLE;2016;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;444000.0;0.0;0.0;641314.04;0.0;641314.04;30630.12;40594.96;140000;208181.54;40594.96;0.3879;0.0633;9.4;37.0;0;1;1;0;;;;;0.0;;0;;14.0;7.0;3.0;LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Rebeca - Revista Brasileira de Estudos de Cinema e Audiovisual | Sessões do Imaginário;;;10.468.552/0001-82;;;;;;;;;;444000.0;0.3843;0.3843
B1700605000000;A MOÇA DO CALENDÁRIO;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;695000.0;0.0;0.0;1033472.65;0.0;1033472.65;40848.64;53994.08;60000;86664.06;53994.08;0.1361;0.0522;4.1;20.5;0;0;0;0;;;;;0.0;;0;;;;;;;;04.760.800/0001-61;;;;;;;;;;695000.0;0.1451;0.1451
B1800115300000;A VIDA EXTRA-ORDINÁRIA DE TARSO DE CASTRO;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;150000.0;0.0;0.0;216660.15;0.0;216660.15;21251.52;28090.44;360000;519984.36;28090.44;2.5297;0.1297;0.0;0.0;0;0;0;0;;;;;3.2;adoro_usuario;1;baixa;;;;;;;11.384.969/0001-20;;;;;;;;;;150000.0;2.5417;2.5417
B1700542200000;ALCE & ALICE;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;150000.0;0.0;0.0;237081.6;0.0;237081.6;0.0;0.0;280000;404432.28;0.0;1.7059;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;11.862.908/0001-20;;;;;;;;;;150000.0;1.8667;1.8667
B1800408800000;AURORA 1964;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;96240.72;0.0;500000.0;133985.75;722200.5;856186.25;0.0;0.0;60000;86664.06;0.0;0.6468;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;18.274.744/0001-60;;;;;;;;;;596240.72;0.6234;0.1006
B1700620000000;BRAZIL, MADE IN PARANÁ;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;30000.0;606680.17;0.0;44610.33;876289.44;920899.7699999999;0.0;0.0;80000;115552.08;0.0;2.5903;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;04.937.797/0001-09;;;;;;;;;;636680.17;2.6667;0.1257
B1900426000000;CANAL 60;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;54000.0;0.0;0.0;80298.59;0.0;80298.59;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;79.052.494/0001-08;;;;;;;;;;54000.0;0.0;0.0
B1900452000000;CLANDESTINO;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;33333.33;620101.61;100000.0;49567.03;1040115.49;1089682.52;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;15.667.476/0001-58;;;;;;;;;;753434.94;0.0;0.0
B1700342300000;DIÁRIOS DA FLORESTA;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;666666.64;0.0;0.0;991340.63;0.0;991340.63;0.0;0.0;140000;202216.14;0.0;0.204;0.0;0.0;0.0;0;0;0;0;;;;;4.0;adoro_usuario;1;baixa;;;;;;;05.209.603/0001-11;;;;;;;;;;666666.64;0.21;0.21
B1800077200000;JEITOSINHA;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;168147.52;0.0;7100.0;250037.21;10255.25;260292.46;0.0;0.0;60000;86664.06;0.0;0.3466;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;16.820.127/0001-97;;;;;;;;;;175247.52;0.3568;0.3424
B1900203700000;JOÃO E MARIA - UMA AVENTURA NO CERRADO (O FILME);2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;28000.0;0.0;1980000.0;40443.23;2859913.98;2900357.21;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.3;adoro_usuario;1;baixa;;;;;;;11.274.042/0001-37;;;;;;;;;;2008000.0;0.0;0.0
B1800443100000;LENINGRADO LINHA 41;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;33334.0;0.0;0.0;49568.02;0.0;49568.02;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;17.220.694/0001-75;;;;;;;;;;33334.0;0.0;0.0
B1700214000000;NO FIM DE TUDO;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;33334.0;0.0;0.0;49568.02;0.0;49568.02;0.0;0.0;120000;173328.12;0.0;3.4968;0.0;0.0;0.0;0;0;0;0;;;;;4.3;adoro_usuario;1;baixa;;;;;;;25.094.170/0001-03;;;;;;;;;;33334.0;3.5999;3.5999
B1700104400000;O CLUBE DOS CANIBAIS;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;788500.0;0.0;0.0;1172508.17;0.0;1172508.17;31148.43;39163.6;60000;86664.06;39163.6;0.1073;0.0334;0.0;0.0;0;0;0;0;;;;;3.445;adoro_critico|adoro_usuario;2;alta;;;;;;;16.894.643/0001-66;;;;;;;;;;788500.0;0.1156;0.1156
B1800609700000;O SAMBA QUE MORA AQUI;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;200000.0;158458.93999999997;1226550.6;297402.2;2000509.16;2297911.36;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.03;adoro_critico|adoro_usuario;2;alta;;;;;;;12.345.593/0001-07;;;;;;;;;;1585009.54;0.0;0.0
B1700070600000;O SENHOR DAS JORNADAS;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;166666.67;0.0;0.0;247835.17;0.0;247835.17;0.0;0.0;80000;115552.08;0.0;0.4662;0.0;0.0;0.0;0;0;0;0;;;;;4.133;adoro_critico|adoro_usuario;2;media;;;;;;;16.487.027/0001-90;;;;;;;;;;166666.67;0.48;0.48
B1700510100000;PAULA PARANORMAL;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;54000.0;0.0;0.0;80298.59;0.0;80298.59;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;1.0;0.0;0.0;;;;06.768.153/0001-60;;;;;;;;;;54000.0;0.0;0.0
B1800236000000;PROFETAS DA CHUVA;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;225079.06;0.0;0.0;325104.42;0.0;325104.42;0.0;0.0;200000;288880.2;0.0;0.8886;0.0;0.0;0.0;0;0;0;0;;;;;3.468;adoro_critico|adoro_usuario;2;media;;;;;;;03.048.443/0001-40;;;;;;;;;;225079.06;0.8886;0.8886
B1800364300000;SABÁ;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;73620.5;0.0;0.0;106337.52;0.0;106337.52;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;2.0;1.0;1.0;Revista Latinoamericana de Ciencias de la Comunicación;;;19.709.434/0001-93;;;;;;;;;;73620.5;0.0;0.0
B1700424500000;YONLU;2017;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;800000.0;0.0;0.0;1189608.8;0.0;1189608.8;118906.24;157171.28;60000;86664.06;157171.28;0.205;0.1321;2.4;12.0;0;0;0;0;;;;;0.0;;0;;;;;;;;11.907.529/0001-00;;;;;;;;;;800000.0;0.2236;0.2236
B1800307800000;1798 REVOLTA DOS BÚZIOS;2018;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;200000.0;0.0;0.0;297402.2;0.0;297402.2;137052.72;137052.72;140000;194907.16;137052.72;1.1162;0.4608;0.0;0.0;0;0;0;0;;;;;0.0;;0;;3.0;39.0;37.0;Monumenta Nipponica | Film Quarterly | Fotocinema Revista científica de cine y fotografía;;;63.190.623/0001-94;;;;;;;;;;200000.0;1.3853;1.3853
B1900117400000;A COLMEIA;2018;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;392000.0;0.0;0.0;582908.31;0.0;582908.31;14917.1;15526.28;60000;83531.64;15526.28;0.1699;0.0266;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;13.622.499/0001-10;;;;;;;;;;392000.0;0.1911;0.1911
B1900412100000;A VOZ DO VERBO ENCANTADO;2018;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;237416.0;0.0;0.0;342923.91;0.0;342923.91;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;2.6;adoro_usuario;1;baixa;0.0;;;;;;11.223.363/0001-02;;;;;;;;;;237416.0;0.0;0.0
B1900034500000;ALASKA;2018;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;378500.0;0.0;0.0;526945.43;0.0;526945.43;33880.83;42602.84;60000;83531.64;42602.84;0.2394;0.0808;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;17.942.221/0001-81;;;;;;;;;;378500.0;0.248;0.248
B1800093300000;ANJOS HUMANOS;2018;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;283333.33;0.0;0.0;409246.95;0.0;409246.95;0.0;0.0;80000;111375.52;0.0;0.2721;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;15.0;18.0;15.0;LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Revista FAMECOS | O Mosaico;;;07.467.108/0001-38;;;;;;;;;;283333.33;0.2824;0.2824
B1800141000000;AZOUGUE NAZARÉ;2018;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;395300.0;0.0;0.0;570971.72;0.0;570971.72;77264.29;97034.28;60000;83531.64;97034.28;0.3162;0.1699;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;14.595.634/0001-49;;;;;;;;;;395300.0;0.3472;0.3472
B1800494000000;BEIÇO DE ESTRADA;2018;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;500000.0;0.0;4000000.0;743505.5;5568776.0;6312281.5;334.74;417.48;0;0.0;417.48;0.0006;0.0001;0.0;0.0;0;0;0;0;;;;;3.6;adoro_usuario;1;baixa;1.0;0.0;0.0;;;;03.576.269/0001-09;;;;;;;;;;4500000.0;0.0007;0.0001
B1800394600000;BOTECAM;2018;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;128000.0;0.0;0.0;190337.41;0.0;190337.41;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;09.355.997/0001-77;;;;;;;;;;128000.0;0.0;0.0
B1900032600000;CARTAS PARA...A SÉRIE, ESCRITORAS BAIANAS;2018;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;226000.0;0.0;0.0;326434.63;0.0;326434.63;0.0;0.0;200000;278438.8;0.0;0.853;0.0;0.0;0.0;0;0;0;0;;;;;4.055;adoro_critico|adoro_usuario;2;media;;;;;;;05.791.137/0001-25;;;;;;;;;;226000.0;0.885;0.885
B1900210300000;"CIRCO SOCIAL ""OS KACO""";2018;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;15000.0;0.0;0.0;21666.01;0.0;21666.01;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;11.274.042/0001-37;;;;;;;;;;15000.0;0.0;0.0
