CPB;titulo;ano;chamada;categoria;investimento_fsa_nominal;investimento_renuncia_art3_nominal;investimento_renuncia_outros_nominal;investimento_fsa_deflac;investimento_renuncia_total_deflac;investimento_total_deflac;bilheteria_nominal;bilheteria_deflac;outras_janelas_nominal;outras_janelas_deflac;receita_total_deflac;roi_dom_fsa_deflac;roi_dom_total_deflac;roi_internacional_0_100;pontuacao_festivais;adm_eu_lumiere;vod_n_plataformas;vod_n_paises;total_paises_alcancados;paises_festivais;paises_lumiere;paises_vod_europa;paises_lista;critica_indice_1_5;critica_fontes;critica_n_fontes;critica_confianca;cita_n_papers;cita_soma_cit;cita_max_cit;cita_venues;prestigio_festiv;wikidata_id_dir;CNPJ_produtora;genero_diretor;diversidade_regional;protagonista_diverso;UF_requerente;tem_diretor_prestigio;imdb_genres;imdb_runtime;prestigio_festivais;n_diretores;investimento_total_nominal;roi_dom_fsa_nominal;roi_dom_total_nominal
B1800031900000;EM NOME DOS PAIS;2018;;Renúncia — Art.3/3-A/39;0.0;793525.5;0.0;0.0;1104741.44;1104741.44;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;16.729.130/0001-08;;;;;;;;;;793525.5;;0.0756
B1800556000000;ENSAIOS CONTEMPORÂNEOS;2018;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60000;83531.64;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;16.0;0.0;0.0;LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Rebeca - Revista Brasileira de Estudos de Cinema e Audiovisual | Significação Revista de Cultura Audiovisual;;;04.661.796/0001-84;;;;;;;;;;0.0;;
B1800505100000;ENTRENÓS;2018;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120000;167063.28;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;1.0;0.0;0.0;LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas);;;07.617.370/0001-11;;;;;;;;;;0.0;;
B1900066800000;ESCOLA DE GÊNIOS - TERCEIRA TEMPORADA;2018;;Renúncia — Art.3/3-A/39;0.0;3000000.0;0.0;0.0;4176582.0;4176582.0;0.0;0.0;280000;389814.32;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.058;adoro_critico|adoro_usuario;2;media;;;;;;;06.998.046/0001-28;;;;;;;;;;3000000.0;;0.0933
B1800422200000;ESCOLA DE GÊNIOS – SEGUNDA TEMPORADA;2018;;Renúncia — Art.3/3-A/39;0.0;2999853.85;0.0;0.0;4176378.53;4176378.53;0.0;0.0;280000;389814.32;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.058;adoro_critico|adoro_usuario;2;media;;;;;;;06.998.046/0001-28;;;;;;;;;;2999853.85;;0.0933
B1800595300000;ESPAÇO PARA DOIS;2018;;Renúncia — Art.3/3-A/39;0.0;2708107.02;0.0;0.0;3770210.34;3770210.34;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.775;adoro_critico;1;alta;;;;;;;13.021.376/0001-24;;;;;;;;;;2708107.02;;0.0222
B1800605200000;FEITO COM AMOR;2018;;Renúncia — Art.3/3-A/39;0.0;1464083.0;0.0;0.0;2038287.57;2038287.57;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.3;adoro_usuario;1;baixa;;;;;;;06.023.805/0001-37;;;;;;;;;;1464083.0;;0.041
B1800056700000;FERRUGEM;2018;;Renúncia — Art.3/3-A/39;0.0;2800000.0;0.0;0.0;3898143.2;3898143.2;419370.64;554254.4;360000;501189.84;554254.4;0.0;0.1422;9.0;45.0;0;0;0;0;;;;;2.9;adoro_usuario;1;baixa;0.0;;;;;;09.437.566/0001-50;;;;;;;;;;2800000.0;;0.2783
B1800480100000;FILME ENSAIO;2018;;Renúncia — Art.3/3-A/39;0.0;230000.0;140000.0;0.0;515111.78;515111.78;496.6;516.88;60000;83531.64;516.88;0.0;0.001;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;10.358.078/0001-36;;;;;;;;;;370000.0;;0.1635
B1800044200000;FILME PAISAGEM - UM OLHAR SOBRE ROBERTO BURLE MARX;2018;;Renúncia — Outros Mecanismos;0.0;0.0;885000.0;0.0;1232091.69;1232091.69;33082.93;43378.16;140000;194907.16;43378.16;0.0;0.0352;0.0;0.0;0;0;0;0;;;;;3.4;adoro_usuario;1;baixa;;;;;;;03.987.306/0001-71;;;;;;;;;;885000.0;;0.1956
B1800593200000;FUGA DE NATAL;2018;;Renúncia — Art.3/3-A/39;0.0;417109.99;0.0;0.0;580698.03;580698.03;0.0;0.0;360000;501189.84;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.3;adoro_usuario;1;baixa;;;;;;;17.724.039/0001-54;;;;;;;;;;417109.99;;0.8631
B1800530600000;FUTURO IMPERFEITO;2018;;Renúncia — Outros Mecanismos;0.0;0.0;967168.0;0.0;1346485.49;1346485.49;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;08.267.476/0001-03;;;;;;;;;;967168.0;;0.062
B1800096200000;FÁBRICA DE CASAMENTOS 2° TEMPORADA;2018;;Renúncia — Art.3/3-A/39;0.0;1120425.0;0.0;0.0;1559848.96;1559848.96;0.0;0.0;200000;278438.8;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.213;adoro_critico|adoro_usuario;2;media;;;;;;;18.082.113/0001-49;;;;;;;;;;1120425.0;;0.1785
B1800362400000;GALALAU E CORUJINA;2018;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;00.830.735/0001-42;;;;;;;;;;0.0;;
B1800285600000;GLITTER MODEL - TODA MENINA TEM SEU BRILHO;2018;;Renúncia — Art.3/3-A/39;0.0;2999995.5;0.0;0.0;4176575.74;4176575.74;0.0;0.0;140000;194907.16;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;03.876.997/0001-36;;;;;;;;;;2999995.5;;0.0467
B1800444800000;HERANÇA - A CAVALHADA EM BRUMAL;2018;;Renúncia — Outros Mecanismos;0.0;0.0;261000.0;0.0;363362.63;363362.63;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.152;adoro_critico|adoro_usuario;2;alta;;;;;;;08.233.638/0001-84;;;;;;;;;;261000.0;;0.0
B1800474200000;HUMBERTO MAURO;2018;;Renúncia — Outros Mecanismos;0.0;0.0;280000.0;0.0;389814.32;389814.32;5123.35;6441.12;280000;389814.32;6441.12;0.0;0.0165;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;00.061.412/0001-31;;;;;;;;;;280000.0;;1.0183
B1800350700000;IMPRESSÃO MINHA;2018;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60000;83531.64;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;12.098.135/0001-10;;;;;;;;;;0.0;;
B1800457400000;IMPUROS;2018;;Renúncia — Art.3/3-A/39;0.0;8639207.9;0.0;0.0;12027453.4;12027453.4;0.0;0.0;140000;194907.16;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;03.762.421/0001-48;;;;;;;;;;8639207.9;;0.0162
B1800167500000;INFERNINHO - EPISÓDIO PILOTO;2018;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;08.254.467/0001-70;;;;;;;;;;0.0;;
B1800410500000;INHOTIM;2018;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;280000;389814.32;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;03.987.306/0001-71;;;;;;;;;;0.0;;
B1800550500000;INSPIRA.MOV BRASIL - SEGUNDA TEMPORADA;2018;;Renúncia — Outros Mecanismos;0.0;0.0;700000.0;0.0;974535.8;974535.8;0.0;0.0;140000;194907.16;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;64.044.886/0001-58;;;;;;;;;;700000.0;;0.2
B1900478400000;INTERVENÇÃO;2018;;Renúncia — Art.3/3-A/39;0.0;3000000.0;0.0;0.0;4176582.0;4176582.0;646.76;735.56;60000;83531.64;735.56;0.0;0.0002;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;13.110.657/0001-53;;;;;;;;;;3000000.0;;0.0202
B1800449100000;INTIMIDADE ENTRE ESTRANHOS;2018;;Renúncia — Art.3/3-A/39;0.0;3000000.0;0.0;0.0;4176582.0;4176582.0;62897.85;82979.12;360000;501189.84;82979.12;0.0;0.0199;0.8;4.0;0;0;0;0;;;;;2.4;adoro_usuario;1;baixa;;;;;;;10.645.895/0001-75;;;;;;;;;;3000000.0;;0.141
B1800219700000;IRMÃO DO JOREL - 3ª TEMPORADA;2018;;Renúncia — Art.3/3-A/39;0.0;6320114.02;0.0;0.0;8798824.82;8798824.82;0.0;0.0;140000;194907.16;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;09.551.826/0001-13;;;;;;;;;;6320114.02;;0.0222
B1800124000000;JORGE MAUTNER - KAOS EM AÇÃO;2018;;Renúncia — Art.3/3-A/39;0.0;1320000.0;0.0;0.0;1837696.08;1837696.08;0.0;0.0;140000;194907.16;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;09.180.984/0001-04;;;;;;;;;;1320000.0;;0.1061
B1900092000000;JORGINHO GUINLE - SÓ SE VIVE UMA VEZ;2018;;Renúncia — Outros Mecanismos;0.0;0.0;3000000.0;0.0;4176582.0;4176582.0;15272.46;19204.08;80000;111375.52;19204.08;0.0;0.0046;0.0;0.0;0;0;0;0;;;;;4.24;adoro_critico|adoro_usuario;2;media;;;;;;;04.031.248/0001-70;;;;;;;;;;3000000.0;;0.0318
B1800401200000;JUSTIÇA! UMA HISTÓRIA;2018;;Renúncia — Outros Mecanismos;0.0;0.0;100000.0;0.0;139219.4;139219.4;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.147;adoro_critico|adoro_usuario;2;media;;;;;;;14.022.519/0001-85;;;;;;;;;;100000.0;;0.0
B1800389000000;JUVENTUDE 100 ANOS DE PAPADA;2018;;Renúncia — Outros Mecanismos;0.0;0.0;837078.11;0.0;1165375.12;1165375.12;0.0;0.0;280000;389814.32;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;1.0;0.0;0.0;;;;08.046.502/0001-65;;;;;;;;;;837078.11;;0.3345
B1800374500000;LA CAMA;2018;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;32695.08;41111.84;0;0.0;41111.84;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;10.615.584/0001-63;;;;;;;;;;0.0;;
B1800352900000;LABORATORIO DA LUTA - TERCEIRA TEMPORADA;2018;;Renúncia — Art.3/3-A/39;0.0;3000000.0;0.0;0.0;4176582.0;4176582.0;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.45;adoro_critico|adoro_usuario;2;media;7.0;0.0;0.0;LÍBERO. ISSN impresso: 1517-3283 / ISSN online: 2525-3166 | Palgrave studies in adaptation and visual culture | Scientific Repository of Open Access of Portugal (RCAAP);;;02.947.857/0001-49;;;;;;;;;;3000000.0;;0.02
B1800525900000;LAVÍNIA - EPISÓDIO PILOTO;2018;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;05.980.535/0001-90;;;;;;;;;;0.0;;
B1900037900000;MAL ME QUER;2018;;Renúncia — Art.3/3-A/39;0.0;3000000.0;0.0;0.0;4176582.0;4176582.0;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;16.729.130/0001-08;;;;;;;;;;3000000.0;;0.02
B1800561600000;MENOS É DEMAIS - 2A TEMPORADA;2018;;Renúncia — Art.3/3-A/39;0.0;2229503.25;0.0;0.0;3103901.05;3103901.05;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.918;adoro_critico|adoro_usuario;2;media;0.0;;;;;;01.894.553/0001-06;;;;;;;;;;2229503.25;;0.0269
B1800136500000;MIL DIAS - UMA SAGA BRASILEIRA;2018;;Renúncia — Art.3/3-A/39;0.0;1000000.0;1990000.0;0.0;4162660.06;4162660.06;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;06.900.652/0001-69;;;;;;;;;;2990000.0;;0.0201
B1900493300000;MINHA FORTALEZA - OS FILHOS DE FULANO;2018;;Renúncia — Outros Mecanismos;0.0;0.0;580000.0;0.0;807472.52;807472.52;314.64;357.84;60000;83531.64;357.84;0.0;0.0004;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;19.886.089/0001-63;;;;;;;;;;580000.0;;0.104
B1800539000000;MINHA VIDA EM MARTE;2018;;Renúncia — Art.3/3-A/39;0.0;3000000.0;0.0;0.0;4176582.0;4176582.0;82841089.34;105072241.12;140000;194907.16;105072241.12;0.0;25.1575;0.0;0.0;0;0;0;0;;;;;3.2;adoro_usuario;1;baixa;;;;;;;23.964.115/0001-00;;;;;;;;;;3000000.0;;27.6604
B1800193500000;MINHA VIDA É UM CIRCO;2018;;Renúncia — Art.3/3-A/39;0.0;1617234.0;0.0;0.0;2251503.47;2251503.47;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.2;adoro_usuario;1;baixa;1.0;1.0;1.0;;;;06.323.379/0001-57;;;;;;;;;;1617234.0;;0.0371
B1800219500000;MINOTAURO, A VIDA DO LENDÁRIO LUTADOR ANTÔNIO RODRIGO NOGUEIRA;2018;;Renúncia — Art.3/3-A/39;0.0;946519.19;0.0;0.0;1317738.34;1317738.34;0.0;0.0;140000;194907.16;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.2;adoro_usuario;1;baixa;;;;;;;07.630.900/0001-61;;;;;;;;;;946519.19;;0.1479
B1800182200000;MISSÃO DESIGN;2018;;Renúncia — Art.3/3-A/39;0.0;3000000.0;0.0;0.0;4176582.0;4176582.0;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;16.729.130/0001-08;;;;;;;;;;3000000.0;;0.02
B1800405900000;MORTO NÃO FALA;2018;;Renúncia — Art.3/3-A/39;0.0;3000000.0;0.0;0.0;4176582.0;4176582.0;420134.94;528291.12;360000;501189.84;528291.12;0.0;0.1265;2.5;12.5;0;0;0;0;;;;;3.7;adoro_usuario;1;baixa;0.0;;;;;;94.625.829/0001-23;;;;;;;;;;3000000.0;;0.26
B1800277100000;MULHERES NA LUTA;2018;;Renúncia — Art.3/3-A/39;0.0;1810700.0;0.0;0.0;2520845.68;2520845.68;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;09.180.984/0001-04;;;;;;;;;;1810700.0;;0.0331
B1800479500000;MÃE;2018;;Renúncia — Outros Mecanismos;0.0;0.0;3980000.0;0.0;5540932.12;5540932.12;862.84;874.72;0;0.0;874.72;0.0;0.0002;0.0;0.0;0;0;0;0;;;;;4.115;adoro_critico|adoro_usuario;2;alta;0.0;;;;;;16.861.733/0001-50;;;;;;;;;;3980000.0;;0.0002
B1800523200000;NASCIDOS PARA O COMBATE – TERCEIRA TEMPORADA;2018;;Renúncia — Art.3/3-A/39;0.0;2406350.0;0.0;0.0;3350106.03;3350106.03;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;06.998.046/0001-28;;;;;;;;;;2406350.0;;0.0249
B1800605300000;NO PARAÍSO, COM GIO EWBANK;2018;;Renúncia — Art.3/3-A/39;0.0;2575883.52;0.0;0.0;3586129.58;3586129.58;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.84;adoro_critico|adoro_usuario;2;alta;;;;;;;05.326.727/0001-87;;;;;;;;;;2575883.52;;0.0233
B1900203600000;NONA - SI ME MOJAN YO LOS QUEMO;2018;;FSA Automático Festivais;0.0;0.0;0.0;0.0;0.0;0.0;6292.8;7156.8;0;0.0;7156.8;0.0;;13.8;19.0;0;28;26;0;;;;;0.0;;0;;;;;;;;14.440.714/0001-25;;;;;;;;;;0.0;;
B1800403200000;NOSSO OFÍCIO - 1ª TEMPORADA;2018;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80000;111375.52;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;04.149.422/0001-84;;;;;;;;;;0.0;;
B1800010300000;NÃO SE ACEITAM DEVOLUÇÕES;2018;;Renúncia — Art.3/3-A/39;0.0;3000000.0;0.0;0.0;4176582.0;4176582.0;4462759.04;5898912.88;140000;194907.16;5898912.88;0.0;1.4124;0.0;0.0;0;0;0;0;;;;;2.3;adoro_usuario;1;baixa;0.0;;;;;;02.863.008/0001-07;;;;;;;;;;3000000.0;;1.5343
B1800513700000;NÓS, OS DOCUMENTARISTAS;2018;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60000;83531.64;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;3.6;adoro_usuario;1;baixa;;;;;;;06.992.833/0001-62;;;;;;;;;;0.0;;
B1800356500000;O AMOR É LINDO;2018;;Renúncia — Art.3/3-A/39;0.0;1300000.0;0.0;0.0;1809852.2;1809852.2;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.3;adoro_usuario;1;baixa;0.0;;;;;;07.533.507/0001-50;;;;;;;;;;1300000.0;;0.0462
B1800501600000;O AVENTAL ROSA;2018;;Renúncia — Art.3/3-A/39;0.0;3000000.0;0.0;0.0;4176582.0;4176582.0;1895.04;2504.88;80000;111375.52;2504.88;0.0;0.0006;0.0;0.0;0;0;0;0;;;;;4.09;adoro_critico|adoro_usuario;2;media;;;;;Oscar;Q594771;05.270.790/0001-49;;;;;;;;;;3000000.0;;0.0273
B1900243100000;O DIÁRIO DE ALICE - PILOTO;2018;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;3.85;adoro_critico|adoro_usuario;2;media;0.0;;;;;;12.112.647/0001-94;;;;;;;;;;0.0;;
B1800612400000;O DIÁRIO DE MIKA - 2ª TEMPORADA;2018;;Renúncia — Outros Mecanismos;0.0;0.0;1220000.0;0.0;1698476.68;1698476.68;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.85;adoro_critico|adoro_usuario;2;media;0.0;;;;;;11.899.615/0001-18;;;;;;;;;;1220000.0;;0.0492
B1800288400000;O FENÔMENO MMA;2018;;Renúncia — Art.3/3-A/39;0.0;1315275.0;0.0;0.0;1831117.96;1831117.96;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;2.8;adoro_usuario;1;baixa;;;;;;;10.899.485/0001-50;;;;;;;;;;1315275.0;;0.0456
B1800267900000;O NEGRO NO FUTEBOL BRASILEIRO;2018;;Renúncia — Art.3/3-A/39;0.0;1444541.5;0.0;0.0;2011082.01;2011082.01;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.3;adoro_usuario;1;baixa;;;;;;;73.619.637/0001-34;;;;;;;;;;1444541.5;;0.0415
B1800565900000;O SHOW DA LUNA! QUINTA TEMPORADA;2018;;Renúncia — Art.3/3-A/39;0.0;1534043.89;1000000.0;0.0;3527880.7;3527880.7;0.0;0.0;140000;194907.16;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;01.161.933/0001-23;;;;;;;;;;2534043.8899999997;;0.0552
B1800509700000;ONDE A MOEDA CAI EM PÉ - A HISTÓRIA DO SÃO PAULO FUTEBOL CLUBE;2018;;Renúncia — Art.3/3-A/39;0.0;371268.75;0.0;0.0;516878.13;516878.13;57964.16;76617.52;60000;83531.64;76617.52;0.0;0.1482;0.0;0.0;0;0;0;0;;;;;3.77;adoro_critico;1;media;1.0;0.0;0.0;;;;01.613.170/0001-04;;;;;;;;;;371268.75;;0.3177
B1800164100000;OS GRETCHENS - 1ª TEMPORADA;2018;;Renúncia — Art.3/3-A/39;0.0;1000000.0;0.0;0.0;1392194.0;1392194.0;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;07.988.992/0001-56;;;;;;;;;;1000000.0;;0.06
B1800127700000;PAGLIACCI;2018;;Renúncia — Art.3/3-A/39;0.0;200000.0;0.0;0.0;278438.8;278438.8;8572.8;11331.6;280000;389814.32;11331.6;0.0;0.0407;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;07.533.507/0001-50;;;;;;;;;;200000.0;;1.4429
B1800550200000;PALACE II - 3 QUARTOS COM VISTA PARA O MAR;2018;;Renúncia — Art.3/3-A/39;0.0;150000.0;0.0;0.0;208829.1;208829.1;4584.9;5765.2;60000;83531.64;5765.2;0.0;0.0276;0.0;0.0;0;0;0;0;;;;;2.4;adoro_usuario;1;baixa;;;;;;;11.721.296/0001-56;;;;;;;;;;150000.0;;0.4306
B1800036200000;PANTANAL, A BOA INOCÊNCIA DE NOSSAS ORIGENS;2018;;Renúncia — Outros Mecanismos;0.0;0.0;952132.0;0.0;1325552.46;1325552.46;52.44;59.64;80000;111375.52;59.64;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.015;adoro_critico|adoro_usuario;2;media;2.0;0.0;0.0;Alphaville Journal of Film and Screen Media | Jagiellonian University Repository (Jagiellonian University);;;09.107.296/0001-19;;;;;;;;;;952132.0;;0.0841
B1900624500000;PELÉ A ORIGEM;2018;;Renúncia — Outros Mecanismos;0.0;0.0;634000.0;0.0;882651.0;882651.0;0.0;0.0;80000;111375.52;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.355;adoro_critico|adoro_usuario;2;alta;;;;;;;03.729.417/0001-88;;;;;;;;;;634000.0;;0.1262
B1800606400000;PELÉ ETERNO - LONGA VERSÃO;2018;;Renúncia — Art.3/3-A/39;0.0;2700000.0;0.0;0.0;3758923.8;3758923.8;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;05.283.625/0001-21;;;;;;;;;;2700000.0;;0.0
B1900167100000;PEQUENOS GRANDES TALENTOS;2018;;Renúncia — Outros Mecanismos;0.0;0.0;1496000.0;0.0;2082722.22;2082722.22;0.0;0.0;140000;194907.16;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;2.885;adoro_critico|adoro_usuario;2;media;;;;;;;81.321.978/0001-57;;;;;;;;;;1496000.0;;0.0936
B1800353300000;PLATAMAMA;2018;;Renúncia — Art.3/3-A/39;0.0;0.0;200000.0;0.0;278438.8;278438.8;993.2;1033.76;0;0.0;1033.76;0.0;0.0037;0.0;0.0;0;0;0;0;;;;;0.0;;0;;2.0;2.0;2.0;Cadernos Pagu | Logos;;;10.551.469/0001-72;;;;;;;;;;200000.0;;0.005
B1800332500000;QUEBRANDO O TABU;2018;;Renúncia — Outros Mecanismos;0.0;0.0;2711360.37;0.0;3774739.64;3774739.64;0.0;0.0;60000;83531.64;0.0;0.0;0.0;4.0;0.0;0;5;2;0;;;;;0.0;;0;;0.0;;;;;;06.945.371/0001-22;;;;;;;;;;2711360.37;;0.0221
B1800549200000;RASGA CORAÇÃO;2018;;Renúncia — Art.3/3-A/39;0.0;3000000.0;0.0;0.0;4176582.0;4176582.0;124388.0;164010.0;360000;501189.84;164010.0;0.0;0.0393;2.3;11.5;0;0;0;0;;;;;0.0;;0;;;;;;;;94.625.829/0001-23;;;;;;;;;;3000000.0;;0.1615
B1900076300000;REFAVELA 40;2018;;Renúncia — Art.3/3-A/39;0.0;895107.0;0.0;0.0;1246162.59;1246162.59;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;09.180.984/0001-04;;;;;;;;;;895107.0;;0.067
B1800556200000;RINDO À TOA;2018;;Renúncia — Art.3/3-A/39;0.0;730000.0;0.0;0.0;1016301.62;1016301.62;996.03;1252.44;280000;389814.32;1252.44;0.0;0.0012;0.0;0.0;0;0;0;0;;;;;0.0;;0;;3.0;0.0;0.0;Paralelo 31 | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Latitude;;;12.375.637/0001-41;;;;;;;;;;730000.0;;0.3849
B1800077300000;RIO DO MEDO;2018;;Renúncia — Art.3/3-A/39;0.0;190000.0;0.0;0.0;264516.86;264516.86;1188.16;1570.52;280000;389814.32;1570.52;0.0;0.0059;0.0;0.0;0;0;0;0;;;;;4.252;adoro_critico|adoro_usuario;2;alta;2.0;0.0;0.0;Carnets | Directory of Open access Books (OAPEN Foundation);;;03.279.751/0001-87;;;;;;;;;;190000.0;;1.4799
B1800517000000;ROGÉRIA - SENHOR ASTOLFO BARROZO PINTO;2018;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;16679.55;20973.4;60000;83531.64;20973.4;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;21.368.732/0001-09;;;;;;;;;;0.0;;
B1800430900000;ROMPENDO O SILÊNCIO;2018;;Renúncia — Outros Mecanismos;0.0;1787549.83;0.0;0.0;2488616.15;2488616.15;0.0;0.0;60000;83531.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.1;adoro_usuario;1;baixa;;;;;Rotterdam;Q6763884;00.020.648/0001-20;;;;;;;;;;1787549.83;;0.0336
B1900031700000;SAI DE BAIXO, O FILME;2018;;Renúncia — Art.3/3-A/39;0.0;3000000.0;0.0;0.0;4176582.0;4176582.0;7498461.66;9428805.68;365000;508150.81;9428805.68;0.0;2.2575;12.16;0.0;7768;0;0;0;;;;;3.3;adoro_usuario;1;baixa;0.0;;;;;;02.605.295/0001-55;;;;;;;;;;3000000.0;;2.6212
B1900147200000;SANTOS DE TODOS OS GOLS;2018;;Renúncia — Outros Mecanismos;0.0;0.0;860000.0;0.0;1197286.84;1197286.84;55635.39;69957.72;60000;83531.64;69957.72;0.0;0.0584;0.0;0.0;0;0;0;0;;;;;3.543;adoro_critico|adoro_usuario;2;media;;;;;;;01.613.170/0001-04;;;;;;;;;;860000.0;;0.1345
B1800346000000;SENNINHA NA PISTA MALUCA;2018;;Renúncia — Outros Mecanismos;0.0;0.0;1259000.0;0.0;1752772.25;1752772.25;0.0;0.0;280000;389814.32;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;11.899.615/0001-18;;;;;;;;;;1259000.0;;0.2224
