cpb;titulo;ano;categoria;segmento_destinacao_inicial;investimento_total_deflac
B1600633600000;REGRAS DO MMA;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);695077.54
B1600751200000;SANTINO E O BILHETE PREMIADO;2016;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);416363.08
B1600385400000;SARAH - MENINA DE OURO;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);338261.54
B1700030100000;SEBASTIANA QUEBRA-GALHO;2016;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2116871.68
B1600251100000;SEQUESTRO;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1337946.25
B1600509900000;SERGIO BRITTO O MESTRE DOS PALCOS;2016;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);617109.57
B1600388200000;SHOW DO KIBE - 2ª TEMPORADA;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3533979.93
B1600403500000;SONHADORES;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);780304.68
B1600512600000;SOS FADA MANU (SEGUNDA TEMPORADA);2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3667373.56
B1700354000000;SÃO PAULO NAS ALTURAS;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1817257.04
B1600667500000;TURBINADOS 2ª TEMPORADA;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1700430100000;UM CONTRA TODOS - 2ª TEMPORADA;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);9962057.79
B1600390300000;VITÓRIAS ALÉM DO PÓDIO - O ESPORTE TRANSFORMANDO VIDAS;2016;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);1189608.8
B1600791000000;VIVER PARA LUTAR;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4459147.47
B1700474600000;#MECHAMADEBRUNA - 2ª TEMPORADA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1700066700000;#MECHAMADEBRUNA - VERDADES E MENTIRAS;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);440807.05
B1700466800000;5 LOOKS;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3763173.32
B1700354200000;A ARTE DO FUTEBOL BRASILEIRO;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1312353.86
B1700228000000;A GRANDE LUTA - SEGUNDA TEMPORADA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2691937.73
B1700467200000;A PONTE;2017;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);287506.57
B1700180400000;AEROPORTO - ÁREA RESTRITA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2859913.98
B1800007200000;AEROPORTO - ÁREA RESTRITA (2A TEMPORADA);2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2859913.98
B1700255200000;ALTO LEBLON;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2611260.35
B1700359600000;AMOR DE COZINHA;2017;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1975435.66
B1700596600000;AULA NO TRAÇO;2017;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);221429.04
B1800433200000;BABEL SP;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2058035.41
B1800302300000;BELEZA GG;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2080487.38
B1700401300000;BOBOLÂNDIA MONSTROLÂNDIA - 1ª TEMPORADA;2017;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);0.0
B1800054500000;BORIS E RUFUS- BIT STOP;2017;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);118800.54
B1700362200000;BRASIL ESTRADEIRO;2017;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);828675.17
B1700598200000;BUBU E AS CORUJINHAS - 1ª TEMPORADA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1700487800000;BUZZU NA ESCOLA INTERGALÁCTICA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2234055.34
B1800102900000;CINELAB APRENDIZ;2017;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1017715.5
B1700625000000;CONSELHO TUTELAR 3ª TEMPORADA;2017;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);4333203.0
B1700167100000;CORTA! ANIMAÇÃO;2017;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2056929.43
B1700182800000;DE CRIANÇA PARA CRIANÇA;2017;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);983637.08
B1700621700000;DEU MATCH - 2º TEMPORADA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1981645.2
B1700148400000;DIA UM;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3622781.37
B1700483200000;DISTRITO CULTURAL - TERCEIRA TEMPORADA;2017;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);794420.55
B1700339400000;DO JIU JITSU AO MMA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4332986.54
B1700469600000;DRAG ME AS A QUEEN;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2734207.76
B1700584000000;ENTRE IRMÃS - SÉRIE;2017;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);4333203.0
B1700271600000;ENTRE RISOS;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);960057.78
B1700204700000;ERA UMA VEZ UMA HISTÓRIA;2017;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);2888802.0
B1800000300000;ESCOLA DE GÊNIOS - PRIMEIRA TEMPORADA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4333203.0
B1700072200000;ESPÍRITO DA LUTA 1ª TEMPORADA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4079978.37
B1700375000000;EU SOU ASSIM;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1665168.88
B1700463400000;EU, ADOLESCENTE;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1805501.25
B1700568400000;EU,ELA E UM MILHÃO DE SEGUIDORES;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4333203.0
B1700595300000;FELIPA E O FOGUETE;2017;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);520872.67
B1700610500000;FIGURAS DA DANÇA 2017 ARACY EVANS;2017;Renúncia — Art.3/3-A/39;OUTROS MERCADOS;0.0
B1700615900000;FUTUROS CAMPEÕES;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2850117.07
B1700172700000;FÁTIMA NO BRASIL;2017;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);563316.39
B1700571000000;GARRINCHA DO TIMÃO;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);633341.93
B1700233300000;GERAÇÃO Z;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);816086.57
B1700611100000;GUERRA DA TAPIOCA;2017;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);522114.85
B1700452000000;GUIA POLITICAMENTE INCORRETO DA HISTÓRIA DO BRASIL - A SÉRIE;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2599921.8
B1800046400000;HISTÓRIAS DA FOME NO BRASIL;2017;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);505540.35
B1700565800000;ICAMIABAS NA CIDADE AMAZÔNIA;2017;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);2888802.0
B1800088600000;IMPÉRIO DA BELEZA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);297546.61
B1700219500000;IRMÃO DO JOREL 2ª TEMPORADA - COMPILADO;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);7644006.22
B1800067300000;JOGADA DE CHEF;2017;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2289435.34
B1700478200000;LABORATÓRIO DA LUTA - SEGUNDA TEMPORADA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4333203.0
B1700329000000;LEÕES DE PARAISÓPOLIS;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);433320.3
B1700464600000;LIBERDADE DE GÊNERO - SEGUNDA TEMPORADA;2017;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1805501.25
B1700183900000;LIVRO VIVO;2017;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);722200.5
B1700443500000;LUBINHO, O LOBO MARINHO;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);139799.01
B1700480000000;LUCA E A IDENTIDADE SECRETA DE SEU PAI;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);287506.57
B1700510200000;MAPA DO POP - 2ª TEMPORADA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2908529.63
B1700598700000;MEIO EXPEDIENTE;2017;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);607058.63
B1700161700000;MENOS É DEMAIS;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3087264.43
B1700243100000;MILTON NASCIMENTO - INTIMIDADE E POESIA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1468556.8
B1800491400000;NA ESTRADA DO JIU JITSU;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);535150.57
B1700510000000;NARRATIVA DE UM CRIME;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);287506.57
B1700449900000;NASCIDOS PARA O COMBATE - SEGUNDA TEMPORADA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3475739.98
B1700539000000;NEYMAR JUNIOR, A SÉRIE;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);720395.0
B1700472900000;NY, MG;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);287506.57
B1700610800000;O NATAL DE RITA;2017;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);522006.52
B1700054100000;O QUE NOS OLHA;2017;Renúncia — Outros Mecanismos;OUTROS MERCADOS;115552.08
B1800033500000;OS CARABÃO - TEMPORADA 1;2017;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);527206.36
B1700548500000;OUTROS TEMPOS - JOVENS;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3144180.98
B1700433100000;PAPAYA BULL - 1ª TEMPORADA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1700357200000;PEDIDOS INCRÍVEIS;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2237666.03
B1800320400000;PEDRO SOB A CAMA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1700466600000;PERSIGNAÇÃO;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);321182.81
B1700347400000;RECEITAS EM SÉRIE;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2092575.95
B1700491400000;REGINALDO ROSSI, MEU GRANDE AMOR;2017;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);895528.62
B1800122700000;REGRAS DO MMA - 2º TEMPORADA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1989807.54
B1800047000000;RIO HEROES;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4694303.25
B1700555000000;ROTAS DO ÓDIO - 1ª TEMPORADA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4333203.0
B1700556000000;ROTAS DO ÓDIO - 2ª TEMPORADA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4333203.0
B1800046800000;RUA AUGUSTA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);9051470.88
B1800210700000;SOS FADA MANU (TERCEIRA TEMPORADA);2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1877721.3
B1700603000000;TU CASA ES MI CASA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4328654.58
B1700531300000;UM CONTRA TODOS 2 - TELEFILME;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);9676597.04
B1700473200000;VIEW;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);287506.57
B1700219000000;VIVI VIRAVENTO;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);5770743.1
B1700280300000;ÁFRICA ANIMAL DE RICHARD RASMUSSEN - 1ª TEMPORADA;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2307948.24
B1700182900000;ÓPERA ABERTA - PESCADORES DE PÉROLAS;2017;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);555383.47
B1800489100000;#MECHAMADEBRUNA - 3ª TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1800072200000;#MECHAMADEBRUNA - TELEFILME;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);417658.2
B1800301000000;(DES)ENCONTROS - 2A TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1800611900000;10 SEGUNDOS PARA VENCER SÉRIE;2018;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);8141204.59
B1800586200000;A BUSCA PELO SABOR;2018;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);277742.7
B1800572900000;A LOUCA DAS PLANTAS - 1ª TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1600679.8
B1800584800000;A PRESEPADA;2018;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);487267.9
B1800170400000;A REINVENÇÃO DO FUTEBOL ARTE;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);583358.09
B1800122600000;A ROUPA IDEAL;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2320677.83
B1800112900000;AMEAÇAS DO CÉU;2018;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1044145.5
B1800380000000;AMIGO DE ALUGUEL - 1ª TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4176582.0
B1900048900000;AMIGO DE ALUGUEL - 2ª TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4176582.0
B1800424100000;ATÉ QUE A MORTE NOS SEPARE - 3ª TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1294740.42
B1800461900000;AUTÊNTICAS;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4176582.0
B1800516800000;BABY & ROSE - 1A TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);908166.65
B1800593100000;BAIÃO DE DOIS;2018;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);508150.81
B1900350900000;BALANGAY: NAS ÁGUAS FILIPINAS;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);661292.15
B1800348700000;BUZZU NA ESCOLA INTERGALÁCTICA - 2A TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4176582.0
B1800288500000;CAMPO DE BATALHA - OS MUNDIAIS E A GUERRA FRIA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1252974.6
B1800435500000;CANTANDO COM PING E PONG;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1800247700000;CAROS AMIGOS;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);710018.94
B1800605500000;CHARLIE, O ENTREVISTADOR DE COISAS;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3535563.4
B1800266200000;CLUBVERSÃO LATINO;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1703875.89
B1800266700000;CLÁSSICOS DO FUTEBOL;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1740242.5
B1800482600000;CONFISSÕES MÉDICAS;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3692594.43
B1800469100000;CORAÇÕES E MENTES - ESCOLAS QUE TRANSFORMAM;2018;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);267918.3
B1800130200000;CRIADOR DE CELEBRIDADES;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2838523.19
B1800435600000;DE CARONA COM OS ÓVNIS;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3053356.9
B1800072000000;DESNUDE;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4176582.0
B1800600000000;DIA DE REIS;2018;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);487267.9
B1800479200000;DISTRITO CULTURAL - QUARTA TEMPORADA;2018;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);765706.7
B1800187500000;DO JIU JITSU AO MMA - SEGUNDA TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4176373.37
B1800216700000;DOUTORA DARCI - 1° TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4176582.0
B1900030000000;DRAG ME AS A QUEEN - SEGUNDA TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3509462.13
B1800605100000;ELAS NO SINGULAR;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2645173.89
B1800237300000;ELY CAMARGO - ÁGUA DA FONTE;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1800031900000;EM NOME DOS PAIS;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1104741.44
B1900066800000;ESCOLA DE GÊNIOS - TERCEIRA TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4176582.0
B1800422200000;ESCOLA DE GÊNIOS – SEGUNDA TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4176378.53
B1800595300000;ESPAÇO PARA DOIS;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3770210.34
B1800605200000;FEITO COM AMOR;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2038287.57
B1800593200000;FUGA DE NATAL;2018;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);580698.03
B1800530600000;FUTURO IMPERFEITO;2018;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1346485.49
B1800096200000;FÁBRICA DE CASAMENTOS 2° TEMPORADA;2018;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);1559848.96
B1800285600000;GLITTER MODEL - TODA MENINA TEM SEU BRILHO;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4176575.74
B1800350700000;IMPRESSÃO MINHA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1800457400000;IMPUROS;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);12027453.4
B1800550500000;INSPIRA.MOV BRASIL - SEGUNDA TEMPORADA;2018;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);974535.8
B1800219700000;IRMÃO DO JOREL - 3ª TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);8798824.82
B1800124000000;JORGE MAUTNER - KAOS EM AÇÃO;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1837696.08
B1800352900000;LABORATORIO DA LUTA - TERCEIRA TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4176582.0
