cpb;titulo;ano;categoria;segmento_destinacao_inicial;investimento_total_deflac
B2300408800000;BELEZA GG -3A.TEMPORADA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3564273.75
B2300418300000;BLACK TO BLACK;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);572895.95
B2300532700000;BRASIL 2050 - 3ª TEMPORADA;2023;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1153130.0
B2300527200000;BRAVA MENTE;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B2300565500000;CARA A CARA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2850439.07
B2300289200000;CAÇADORES DOS VENTOS - NO LIMITE;2023;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1508375.37
B2300184700000;CHUTEIRA PRETA - JOGOS ILEGAIS;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B2300103400000;COISA DE MENINO;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1012162.74
B2300043900000;COMADRES;2023;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);366905.0
B2300443400000;CONDOR;2023;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);932987.0
B2400284000000;DE VOLTA AO PARAÍSO;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);419320.0
B2300517000000;DIÁRIO DE UMA ONÇA;2023;Renúncia — Art.3/3-A/39;VIDEO DOMÉSTICO;0.0
B2300200500000;DO AMOR E DE LUTA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2917353.12
B2300338100000;DOS SAMURAIS AO MMA 500 ANOS DE LUTA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B2300125800000;ENSINANDO COMO APRECIAR VINHOS;2023;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);203976.53
B2300362800000;EXPERIÊNCIA DE MESTRE;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3142858.15
B2300194000000;FAZ TEU CORRE;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);628980.0
B2300212100000;FIGHT CLASSICS;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B2300437700000;FUJA SE FOR CAPAZ - 3ª TEMPORADA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3144900.0
B2300176600000;FUTURO DA EDUCAÇÃO;2023;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);497942.5
B2300174700000;GIGABLASTER  4ª  TEMPORADA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B2300375800000;LENDAS DO MOTOCROSS BRASILEIRO;2023;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);681078.8
B2300345800000;LUANA É DE LUA - 2 TEMPORADA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1322848.5
B2300319000000;LÍNGUAS DA NOSSA LÍNGUA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);437141.1
B2300240200000;MAPA DO CAFÉ;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B2300120400000;MARIA;2023;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);447102.57
B2300211700000;MASSACRE NA ESCOLA - A TRAGÉDIA DAS MENINAS DE REALENGO;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1905247.84
B2300332700000;MEDICINA: SAÚDE E BEM-ESTAR;2023;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);330779.95
B2300200800000;MENOS É DEMAIS - 4A TEMPORADA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1822963.09
B2300268100000;MUNDO INVISÍVEL DOS GAMERS;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);722547.16
B2300387700000;NOS BARES DA VIDA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);689337.65
B2300377700000;O FUTURO DA MEDICINA;2023;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);366905.0
B2300463800000;O FUTURO DO AGRONEGÓCIO;2023;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);365771.35
B2300349500000;O FUTURO É FEMININO;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);398354.0
B2300123600000;O OUTRO MUNDO DE SOFIA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1137405.5
B2300346500000;OLHOS DA LEI;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3549266.07
B2300276100000;ONDA DE ESPERANÇA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);524150.0
B2300127600000;OPERAÇÃO FRONTEIRA BRASIL - 2º TEMPORADA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4968579.08
B2300435100000;OPERAÇÃO FRONTEIRA BRASIL - 3º TEMPORADA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4968579.07
B2300311700000;PARA OS QUE FICAM;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);784259.44
B2300427100000;PARÁ MUSICAL;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);659278.49
B2300040400000;PASSAPORTE FEMININO;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);594094.39
B2300448400000;PECADOS REVELADOS;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B2300532800000;PECUÁRIA EM FOCO - EDUCAÇÃO;2023;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);693596.16
B2300283400000;QUE BELA PIZZA!;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B2300351600000;SEM BLOQUEIO - 2ª TEMPORADA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1493827.5
B2300328500000;SOCIEDADES MATRIARCAIS;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B2300338900000;SURDES;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);482969.74
B2300214300000;TRANSMUSICAL;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);344273.38
B2300346800000;UNIDADE BÁSICA - 3ª TEMPORADA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3878710.0
B2300449800000;VAMOS BRINCAR COM A TURMA DA MÔNICA – 2ª TEMPORADA;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3144900.0
B2300280300000;VEM COM ELAS!;2023;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1493827.5
B1600324600000;BILL, O TOURO;2015;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);396500.57
B1800159100000;DIVERSIDADE;2015;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);562959.94
B1700012000000;A PROFESSORA DE MÚSICA;2016;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);198268.13
B1600713500000;AS AVENTURAS DE MINUANO KID;2016;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);237081.6
B1700401900000;EU MORO AQUI;2016;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);495670.34
B1600473500000;QUATRO MILAGRES DE UM SANTO LADRÃO;2016;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);237081.6
B1700542200000;ALCE & ALICE;2017;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);237081.6
B1800408800000;AURORA 1964;2017;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);856186.25
B1700620000000;BRAZIL, MADE IN PARANÁ;2017;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);920899.77
B1900426000000;CANAL 60;2017;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);80298.59
B1900452000000;CLANDESTINO;2017;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS - VÍDEO POR DEMANDA;1089682.52
B1700342300000;DIÁRIOS DA FLORESTA;2017;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);991340.63
B1900203700000;JOÃO E MARIA - UMA AVENTURA NO CERRADO (O FILME);2017;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);2900357.21
B1800443100000;LENINGRADO LINHA 41;2017;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;49568.02
B1700214000000;NO FIM DE TUDO;2017;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;49568.02
B1800609700000;O SAMBA QUE MORA AQUI;2017;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);2297911.36
B1700070600000;O SENHOR DAS JORNADAS;2017;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);247835.17
B1700510100000;PAULA PARANORMAL;2017;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);80298.59
B1800236000000;PROFETAS DA CHUVA;2017;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);325104.42
B1800364300000;SABÁ;2017;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS;106337.52
B1900412100000;A VOZ DO VERBO ENCANTADO;2018;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);342923.91
B1800093300000;ANJOS HUMANOS;2018;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);409246.95
B1800394600000;BOTECAM;2018;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);190337.41
B1900032600000;CARTAS PARA...A SÉRIE, ESCRITORAS BAIANAS;2018;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);326434.63
B1900210300000;"CIRCO SOCIAL ""OS KACO""";2018;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);21666.01
B1900433000000;CODINOME BRENO;2018;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;48146.7
B1800569200000;CRISÁLIDA;2018;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4869894.48
B1800566100000;CRUA;2018;FSA SAV/MINC / Arranjos Regionais;NENHUMA DAS OPÇÕES;67405.37
B1800485700000;ESTANTE DE LIVROS;2018;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);77808.79
B1800452000000;FRONTEIRAS;2018;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);2808811.52
B1900248400000;HUNT;2018;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);294518.64
B1800190900000;JOVENS DE CORAÇÃO - EPISÓDIO PILOTO;2018;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);75178.48
B1800444000000;JUVENAL E OLIVER;2018;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS;114307.73
B1900112800000;NA ASA DO VENTO;2018;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);252501.52
B1800348000000;NA CONTRAMÃO;2018;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);409245.02
B1900027900000;NADIR;2018;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS;49562.08
B1800311700000;O BEIJO DE ALICE;2018;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);272123.01
B1800445800000;O BEM-AVENTURADO;2018;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);263675.4
B1800378500000;O DESPERTAR DE SOLOMON;2018;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);255974.07
B1800189500000;OFF-GRID - (DES)REGRADOS (EPISÓDIO PILOTO);2018;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);41765.82
B1800595000000;PEDRINHO E A CHUTEIRA DA SORTE;2018;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);493984.23
B1900427100000;QUANDO AS COISAS SE DESMANCHAM;2018;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;48146.7
B1800216300000;RICK COM MONSTROS NOS DEDOS - EPISÓDIO PILOTO;2018;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);60612.65
B1900371300000;A CIDADE DO FUTURO TV;2019;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);359026.23
B1900585300000;A MARAVILHA DO SÉCULO;2019;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);184161.13
B1900617900000;A ÉTICA DAS HIENAS;2019;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS;67405.86
B2000007500000;APERTE START, WOLFGANG;2019;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);80298.59
B1900158800000;AVENTURAS DE AMÍ;2019;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);1314404.91
B1900160800000;BOIS, RAPOSAS E CROCODILOS;2019;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);260490.5
B1900591800000;BORIS E RUFUS- TEMPORADA 03;2019;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2614507.9
B1900268200000;CASALTOPIA;2019;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS;80291.16
B1900514000000;D'ARQUEOLOGIA - A OCUPAÇÃO DO BRASIL;2019;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);326434.63
B1900423900000;DOIS TEMPOS;2019;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);300706.57
B1900288400000;DR. OCRIDE;2019;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);361100.25
B1900247000000;EM REFORMA;2019;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS;1459001.17
B1900336600000;FAIXA DE GAZA;2019;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS;67405.37
B1900201200000;GÊNERO PLURAL;2019;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);123640.73
B2000100400000;HOSANA NAS ALTURAS;2019;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);67405.37
B1900247500000;MEZANINO;2019;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;139219.26
B1900153500000;NATUREZA DO HOMEM;2019;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);395495.36
B1900197700000;NATUREZA DO HOMEM;2019;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;395495.36
B1900448300000;OLHAR SUBMERSO - NAUFRÁGIOS DE PERNAMBUCO;2019;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);202576.76
B1900235200000;ORQUESTRA DO MUNDO - RIO SÃO FRANCISCO;2019;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);346454.68
B1900489000000;OS HERDEIROS;2019;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);127145.39
B1900146900000;OS KONSIDERADOS;2019;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);991340.67
B1900570100000;QUEM TEM MEDO DE LUCIENE CARVALHO?;2019;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);777960.9
B1900197900000;TABUH!;2019;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);594755.82
B1900590100000;VILA MARIOTE;2019;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);417658.2
B2000223500000;80 ANOS;2020;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);1731768.75
B2000264700000;A TRADICIONAL FAMÍLIA BRASILEIRA - KATU;2020;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS;48146.7
B2000344400000;CIDADE SUBMERSA;2020;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);119171.81
B2000157600000;COLETIVO DE MULTIDÃO;2020;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);67405.37
B2000026900000;CULTURAMA;2020;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);274303.95
B2000059600000;DA MANGA ROSA;2020;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1879898.2
B2000184000000;FRANCISCO SÓ QUER JOGAR BOLA;2020;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);2042946.98
B2000100500000;NOSSO AMOR DE HOJE;2020;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);2285464.54
B2000524900000;O CINEMA E AS CIDADES;2020;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1316320.08
B2000397100000;PALAVRA CRÍTICA;2020;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);352742.58
B2000255600000;POR TRÁS DA LINHA DE ESCUDOS;2020;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;488351.98
B2000239400000;SELVA;2020;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);7596621.4
B2000154700000;SONHADORES;2020;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);1366051.43
B2000114300000;TERMINAL PRAIA GRANDE;2020;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);243390.32
B2000048800000;UMA MULHER, UMA ALDEIA;2020;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);361100.25
B2000477400000;VIA PÚBLICA;2020;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);240240.6
B2000059900000;VILA HAITI;2020;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);166105.39
B2100075200000;A LUZ NA ESCURIDÃO;2021;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);333667.5
B2100328100000;A RAINHA E SEUS REIS DE BARRO;2021;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);293170.61
B2100074300000;AS CORES QUE HABITAMOS;2021;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);1636076.83
B2100278600000;FLOR NO QUINTAL;2021;FSA SAV/MINC / Arranjos Regionais;NENHUMA DAS OPÇÕES;67405.37
B2100132300000;MAR DE ZILA;2021;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS;49566.54
B2100033900000;MATA GROSSA;2021;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);556877.6
B2100053500000;PEQUENO TRATADO DE PEQUENAS COISAS;2021;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);362133.61
B2100104400000;TODA MENINA BAIANA;2021;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);301635.42
B2100141600000;TOTOTÓS CANOAS DO RIO SERGIPE;2021;FSA SAV/MINC / Arranjos Regionais;NENHUMA DAS OPÇÕES;66965.56
B2200127900000;A PEDRA E A PALAVRA - PADRE ANTÔNIO VIEIRA;2022;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);313665.07
B2200013100000;ANIMAIS NA PISTA;2022;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);62284.6
B2200360000000;BAHIA DA FÉ AO PROFANO;2022;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);914063.17
B2200133200000;MÚLTIPLO VALDI;2022;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);104846.18
B2200390700000;O QUE OS OLHOS NÃO VEEM...;2022;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);216660.15
B2300006800000;SINDICATO DO FOLCLORE BRASILEIRO;2022;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);169151.57
B2200426400000;VIDA DE ORQUESTRA;2022;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1043388.41
B2200458400000;VIZINHOS;2022;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1058360.53
B2200324500000;ZOOPEDIA;2022;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);842764.02
B2300552600000;AVENTURAS DE AMÍ - 2º TEMPORADA;2023;FSA SAV/MINC / Arranjos Regionais;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);953953.0
B2300142500000;CAINÃ;2023;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);200200.5
B2300095100000;COLETIVOS;2023;FSA SAV/MINC / Arranjos Regionais;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);560383.76
B2300433200000;DENTRO DE MIM;2023;FSA SAV/MINC / Arranjos Regionais;OUTROS MERCADOS;52415.0
