cnpj_produtora;n_obras;n_estreadas;taxa_estreia;inv_fsa;inv_renuncia;inv_total;receita_ref;bilheteria_obs;retorno_dom_carteira;retorno_intl_medio;melhor_intl;n_sinal_intl;publico;ano_primeira;ano_ultima;so_fsa;so_renuncia;uf_obras;razao_social;uf;cluster;p1;pre2006
04661796000184;2;2;1.0;0.0;2151318.2;2151318.2;761277.66;155620.63999999998;0.3538656717541831;0.0;0.0;0;7199.0;2016;2023;False;True;RJ;GIROS PROJETOS AUDIOVISUAIS LTDA;RJ;Pequeno Porte;2007;False
08296780000170;1;1;1.0;696097.0;1444401.0;2140498.0;915470.78;713254.64;0.42769055612292095;0.8;0.8;1;35878.0;2017;2017;False;False;SP;NEOPLASTIQUE ENTRETENIMENTO LTDA;SP;Pequeno Porte;2007;False
52858982000150;2;2;1.0;1624176.6800000002;507799.11;2131975.79;359578.36000000004;12564.16;0.16865968257547617;0.2;0.4;1;632.0;2019;2021;False;False;SP;CINEMATOGRÁFICA SUPERFILMES LTDA;SP;Pequeno Porte;1988;True
04687576000120;1;1;1.0;981048.07;1088837.71;2069885.78;147048.24;63516.6;0.07104171709416739;0.0;0.0;0;3195.0;2018;2018;False;False;SP;SOMBUMBO FILMES LTDA - ME;SP;Pequeno Porte;2004;True
02342813000195;1;1;1.0;1334670.0;733810.0;2068480.0;96129.95999999999;12265.96;0.04647371983292079;0.0;0.0;0;617.0;2023;2023;False;False;RJ;TB PRODUÇÕES LTDA;RJ;Pequeno Porte;1966;True
08112710000115;3;2;0.6666666666666666;1018626.95;1047100.64;2065727.59;454679.83999999997;20516.16;0.2201063887615501;0.0;0.0;0;918.0;2020;2020;False;False;RS;BESOURO FILMES LTDA.;RS;Pequeno Porte;2010;False
05919250000143;1;1;1.0;2050969.21;0.0;2050969.21;402149.30000000005;199933.16;0.19607768758264296;2.0;2.0;1;10057.0;2017;2017;True;False;SP;CISMA PRODUÇÕES CINEMATOGRÁFICAS, EVENTOS E TEATRO LTDA;SP;Pequeno Porte;2009;False
14215563000101;1;1;1.0;0.0;2044185.0;2044185.0;198.8;198.8;9.725147185797764e-05;0.0;0.0;0;0.0;2023;2023;False;True;SP;STORM COMUNICAÃÃO E TECNOLOGIA LTDA;SP;Pequeno Porte;2013;False
04092785000120;1;1;1.0;1861311.0;158054.4;2019365.4;231264.6;33696.6;0.11452340423382515;0.0;0.0;0;1695.0;2015;2015;False;False;PR;C.H.G. CAMARGO RIBAS;PR;Pequeno Porte;2002;True
18274744000160;1;1;1.0;2002545.5;0.0;2002545.5;151385.8;74768.68;0.07559668432003168;0.0;0.0;0;3761.0;2020;2020;True;False;PE;VIU CINE COMUNICACAO LTDA;PE;Pequeno Porte;2014;False
29254331000130;1;1;1.0;0.0;1960277.79;1960277.79;450096.64;45664.36;0.2296086005239084;0.0;0.0;0;0.0;2017;2017;False;True;RJ;TOSCANA AUDIOVISUAL LTDA;RJ;Pequeno Porte;1979;True
13124984000164;2;2;1.0;698127.15;1254589.8;1952716.95;289438.16000000003;22504.16;0.14822330497003164;0.0;0.0;0;1132.0;2019;2019;False;False;PB;EXTRATO DE CINEMA PRODUÇÕES E SERVIÇOS CINEMATOGRÁFICOS LTDA;;Pequeno Porte;2015;False
01605800000107;3;3;1.0;185695.77;1752726.6199999999;1938422.39;1955043.74;949786.88;1.0085746791234702;1.0333333333333334;2.0;2;47177.0;2014;2020;False;False;SP;OLHAR IMAGINÁRIO LTDA;SP;Pequeno Porte;1997;True
23747020000126;1;0;0.0;996533.76;913576.92;1910110.68;0.0;0.0;0.0;;0.0;0;0.0;2022;2022;False;False;PE;PAPO AMARELO PRODUÇÕES CINEMATOGRÁFICAS LTDA - ME;;Pequeno Porte;2016;False
07632461000126;1;1;1.0;0.0;1896652.8;1896652.8;187771.64;92939.0;0.09900158848261527;0.0;0.0;0;0.0;2015;2015;False;True;BA;JOÃO GABRIEL SANTOS LEITE;;Pequeno Porte;2001;True
07372049000114;1;1;1.0;1887109.91;0.0;1887109.91;202837.31999999998;15983.52;0.10748569488461855;0.0;0.0;0;804.0;2019;2019;True;False;SP;FILMES DE ABRIL PRODUÇÕES AUDIOVISUAIS LTDA.;;Pequeno Porte;2007;False
10831015000155;1;1;1.0;1862910.41;20020.05;1882930.46;84771.88;4691.68;0.04502124842146322;0.0;0.0;0;236.0;2019;2019;False;False;RJ;MOVIOLA PRODUÇÕES CINEMATOGRÁFICAS LTDA;;Pequeno Porte;2014;False
05780593000170;2;2;1.0;0.0;1879217.8599999999;1879217.8599999999;346620.62;59540.6;0.18444940705278312;0.0;0.0;0;152.0;2015;2022;False;True;SP;C R PRODUÇÕES - FOTO, CINE-VÍDEO LTDA - EPP;SP;Pequeno Porte;2010;False
07718282000106;1;1;1.0;1877721.3;0.0;1877721.3;14989.52;14989.52;0.007982824714189481;0.0;0.0;0;754.0;2020;2020;True;False;BA;DOC FILMES PRODUÇÕES AUDIOVISUAIS LTDA ME;BA;Pequeno Porte;2007;False
09019897000170;2;1;0.5;0.0;1868592.9000000001;1868592.9000000001;212952.74000000002;4771.2;0.11396422409610997;0.0;0.0;0;0.0;2015;2016;False;True;SP;OLÉ PRODUÇÕES LTDA;SP;Pequeno Porte;2008;False
07202193000102;2;1;0.5;1867937.7;0.0;1867937.7;169758.88;89678.68;0.09088037572131019;8.3;8.3;1;4511.0;2019;2022;True;False;CE;DEBERTON FILMES E PRODUCOES LTDA;CE;Pequeno Porte;2010;False
05738800000128;1;1;1.0;0.0;1865974.0;1865974.0;385598.0;175938.0;0.20664703795444095;0.0;0.0;0;0.0;2023;2023;False;True;SP;ROCAMBOLE PRODUÇÕES AUDIOVISUAIS LTDA.;SP;Pequeno Porte;2000;True
15096101000185;2;1;0.5;265529.09;1596394.78;1861923.87;82386.28;2306.08;0.044247931576278675;0.0;0.0;0;116.0;2019;2023;False;False;RJ;CANHOTA PRODUÇÕES CINEMATOGRAFICAS LTDA;RJ;Pequeno Porte;1995;True
07530292000113;2;2;1.0;691340.15;1157352.9300000002;1848693.08;517277.94000000006;234981.6;0.2798073653199373;7.45;14.9;1;40.0;2017;2019;False;False;MG;FILMES DO CERRADO PRODUÇÕES CINEMATOGRÁFICAS LTDA;MG;Retorno Internacional;2006;False
03767725000106;1;0;0.0;0.0;1845848.61;1845848.61;0.0;0.0;0.0;;0.0;0;0.0;2019;2019;False;True;PE;FABRICA ESTUDIOS LTDA;PE;Pequeno Porte;2014;False
11101993000104;2;2;1.0;375264.07;1468804.08;1844068.1500000001;778754.0;200947.04;0.4223021801010987;10.4;20.8;1;10108.0;2018;2020;False;False;SP;MIRÍADE FILMES E PRODUÇÕES ARTÍSTICAS LTDA;SP;Retorno Internacional;2010;False
08233638000184;3;2;0.6666666666666666;766171.2;1047896.6;1814067.7999999998;152916.18;63695.52;0.08429463330973627;0.0;0.0;0;0.0;2016;2023;False;False;MG;POSTURA DIGITAL FILMES EIRELI;MG;Pequeno Porte;2008;False
12827703000177;1;1;1.0;1809852.2;0.0;1809852.2;5129.04;5129.04;0.002833955170482982;0.0;0.0;0;258.0;2022;2022;True;False;SC;DOIS PLÁTANOS PRODUÇÕES CINEMATOGRÁFICAS LTDA;;Pequeno Porte;2018;False
22971615000106;1;1;1.0;1809852.2;0.0;1809852.2;76651.44;7037.52;0.04235232026128985;0.0;0.0;0;354.0;2021;2021;True;False;MG;DROMEDARIO CINEMA E VIDEO LTDA - EPP;MG;Pequeno Porte;2017;False
11073883000186;1;1;1.0;0.0;1809692.39;1809692.39;2777748.14;2234989.12;1.5349283421587467;0.0;0.0;0;0.0;2016;2016;False;True;SP;FILM NOISE PRODUÃÃES CINEMATOGRAFICAS LTDA;SP;Retorno Doméstico;2002;True
10473332000147;1;1;1.0;1740242.5;0.0;1740242.5;77153.87999999999;536.76;0.04433513145438064;0.0;0.0;0;27.0;2020;2020;True;False;SP;ODUN PRODUÇÃO DE BENS CULTURAIS LTDA;;Pequeno Porte;2008;False
05609007000129;1;1;1.0;1740242.5;0.0;1740242.5;5089.28;5089.28;0.002924465986780578;0.0;0.0;0;256.0;2020;2020;True;False;RJ;SAMBA FILMES LTDA;;Pequeno Porte;2008;False
24304911000170;1;1;1.0;1740242.5;0.0;1740242.5;80016.59999999999;3399.48;0.04598014357194471;4.9;4.9;1;171.0;2020;2020;True;False;MG;CAMPO CERRADO PRODUÇÕES E SERVIÇOS AUDIOVISUAIS LTDA;;Pequeno Porte;2017;False
17698485000131;1;0;0.0;1740242.5;0.0;1740242.5;0.0;0.0;0.0;;0.0;0;0.0;2020;2020;True;False;AM;A J MENDES DOS SANTOS - ME;;Pequeno Porte;2018;False
06975561000192;1;1;1.0;1740242.5;0.0;1740242.5;2683.8;2683.8;0.0015421988602163205;0.0;0.0;0;135.0;2020;2020;True;False;SC;VAGALUZES FILMES LTDA;;Pequeno Porte;2003;True
08394172000107;1;1;1.0;1487011.0;219346.2;1706357.2;28050.68;28050.68;0.016438926152156183;0.0;0.0;0;1411.0;2022;2022;False;False;GO;MANDRA FILMES PRODUÇÕES AUDIOVISUAIS LTDA;GO;Pequeno Porte;2005;True
23064648000127;1;1;1.0;1670632.8;0.0;1670632.8;5944.12;5944.12;0.0035580050864558624;0.0;0.0;0;299.0;2022;2022;True;False;RN;PONTA NEGRA FILMES LTDA-ME;;Pequeno Porte;2015;False
04474294000144;1;1;1.0;1116786.6;524756.4;1641543.0;280059.08;70156.52;0.1706072152846438;0.0;0.0;0;3529.0;2014;2014;False;False;RJ;TEATRO ILUSTRE PRODUÇÕES ARTÍSTICAS LTDA;RJ;Pequeno Porte;1967;True
06236625000133;1;1;1.0;1619065.93;0.0;1619065.93;77770.15999999999;1153.04;0.04803396733819233;0.0;0.0;0;58.0;2020;2020;True;False;PR;KINOPUS AUDIOVISUAL LTDA - ME;;Pequeno Porte;2005;True
07700630000118;2;2;1.0;0.0;1596879.76;1596879.76;147006.36;775.3199999999999;0.09205850288940977;0.0;0.0;0;0.0;2020;2021;False;True;SP;ELO AUDIOVISUAL SERVIÇOS LTDA;SP;Pequeno Porte;2018;False
18822538000147;2;1;0.5;0.0;1592544.49;1592544.49;218.68;218.68;0.00013731484512561406;0.0;0.0;0;0.0;2019;2020;False;True;RJ;VIEW FILMES PRODUCOES AUDIOVISUAIS LTDA - EPP;RJ;Pequeno Porte;2019;False
10957732000128;1;1;1.0;0.0;1577431.73;1577431.73;275028.18;56379.68;0.17435187512045291;0.0;0.0;0;0.0;2014;2014;False;True;MG;IT FILMES, COMUNICAÇÃO E ENTRETENIMENTO LTDA;MG;Pequeno Porte;2005;True
00605488000180;1;0;0.0;0.0;1554710.88;1554710.88;0.0;0.0;0.0;;0.0;0;0.0;2021;2021;False;True;SP;VEREDAS COMUNICAÃÃO E ARTE LTDA.;SP;Pequeno Porte;2002;True
07206747000140;1;1;1.0;1531181.36;0.0;1531181.36;2703.68;2703.68;0.0017657477230522188;0.0;0.0;0;136.0;2023;2023;True;False;DF;OLHO FILMES PRODUCOES EIRELI - ME;;Pequeno Porte;2005;True
49079395000159;1;1;1.0;0.0;1508177.1;1508177.1;542486.92;62005.72;0.3596970939288231;0.0;0.0;0;0.0;2019;2019;False;True;RJ;PROLE DE ADÃO PRODUÃÃO ARTÃSTICAS LTDA.;RJ;Pequeno Porte;2009;False
00830735000142;1;1;1.0;1505113.51;0.0;1505113.51;365001.56;7455.0;0.2425076630931311;4.0;4.0;1;375.0;2020;2020;True;False;BA;ORIGEM COMUNICAÇÃO LTDA.;;Pequeno Porte;2010;False
08010574000152;1;1;1.0;0.0;1487011.0;1487011.0;317381.60000000003;19979.4;0.21343594633798946;0.0;0.0;0;0.0;2016;2016;False;True;SP;LILIGO PRODUÃÃES ARTÃSTICAS LTDA;SP;Pequeno Porte;2016;False
04696982000159;1;0;0.0;1469920.54;0.0;1469920.54;0.0;0.0;0.0;;0.0;0;0.0;2021;2021;True;False;DF;LANTERNA MÁGICA PRODUÇÕES EIRELI;;Pequeno Porte;2015;False
39183983000184;1;1;1.0;904926.1;549309.2;1454235.2999999998;356384.56;62860.56;0.24506664086616523;0.0;0.0;0;3162.0;2023;2023;False;False;RJ;FRANCO PRODUÇÕES, FILMES, EVENTOS E PROMOÇÕES LTDA - ME.;RJ;Pequeno Porte;1996;True
20386333000108;1;1;1.0;1444401.0;0.0;1444401.0;1570.52;1570.52;0.0010873157800361534;0.0;0.0;0;79.0;2023;2023;True;False;RJ;BOSK CINEMA TV WEB LTDA;;Pequeno Porte;2023;False
07567854000101;1;1;1.0;1439128.94;0.0;1439128.94;82302.79999999999;5685.68;0.05718931619844987;0.0;0.0;0;286.0;2020;2020;True;False;PR;OGER SEPOL PRODUÇÃO E COMÉRCIO AUDIOVISUAL LTDA;PR;Pequeno Porte;2001;True
08681701000145;1;1;1.0;1437839.72;0.0;1437839.72;97614.36;17534.16;0.06788959759715081;0.0;0.0;0;882.0;2019;2019;True;False;RS;MENDINA DE MORAIS SANTOS PRODUÇÕES LTDA.;RS;Pequeno Porte;2012;False
21805885000176;1;1;1.0;1429119.24;0.0;1429119.24;128650.62;41986.56;0.09002091386020385;0.0;0.0;0;2112.0;2017;2017;True;False;PE;INQUIETA CINEMA CULTURA E COMUNICAÇÃO LTDA - ME;;Pequeno Porte;2016;False
08103899000180;2;1;0.5;250594.92;1174509.6;1425104.52;14532.28;14532.28;0.010197343279775718;0.0;0.0;0;731.0;2019;2022;False;False;ES;LÚMEN PRODUÇÕES AUDIOVISUAIS LTDA. - ME;;Pequeno Porte;2015;False
13535692000114;1;1;1.0;0.0;1422489.6;1422489.6;205574.6;102839.24;0.144517471340388;0.0;0.0;0;0.0;2015;2015;False;True;BA;AGUAS DE MARCO FILMES LTDA ME;BA;Pequeno Porte;2009;False
01025252000138;1;1;1.0;1415512.98;0.0;1415512.98;2604.28;2604.28;0.001839813577689694;0.0;0.0;0;131.0;2019;2019;True;False;CE;CABEÇA DE CUIA PRODUTORA DE FILMES E VÍDEOS LTDA;;Pequeno Porte;2019;False
04858795000124;1;1;1.0;871321.23;540546.05;1411867.28;450146.48;7594.16;0.318830591498657;0.0;0.0;0;382.0;2015;2015;False;False;RJ;CRISIS PRODUTIVAS - COMUNICAÇÃO LTDA.;RJ;Pequeno Porte;2001;True
58496571000149;1;1;1.0;974535.8;435087.0;1409622.8;117922.32;48308.4;0.08365523032118947;0.0;0.0;0;2430.0;2021;2021;False;False;SP;CONFEITARIA DE CINEMA COMUNICAÇÕES LTDA;SP;Pequeno Porte;1990;True
23586904000146;1;1;1.0;0.0;1394824.82;1394824.82;174501.04;1172.92;0.1251060617060141;0.0;0.0;0;0.0;2017;2017;False;True;RJ;UBUNTU FILMES LTDA;;Pequeno Porte;2017;False
03984281000152;1;1;1.0;0.0;1392194.0;1392194.0;92934.88;9403.24;0.06675425982298444;0.0;0.0;0;0.0;2018;2018;False;True;RJ;RIO DE CINEMA PRODUÇÕES CULTURAIS;RJ;Pequeno Porte;1986;True
08304465000148;1;0;0.0;0.0;1392194.0;1392194.0;0.0;0.0;0.0;;0.0;0;0.0;2018;2018;False;True;SP;GIOCONDA PRODUÇÕES ARTÍSTICAS E EDIÇÕES CULTURAIS LTDA;SP;Pequeno Porte;1987;True
13188290000190;1;1;1.0;1255813.69;131607.72;1387421.41;316885.52;9800.84;0.22839889720312162;0.0;0.0;0;493.0;2022;2022;False;False;RJ;INFFINITO ENTRETENIMENTO E COMUNICAÇÕES LTDA. ME.;RJ;Pequeno Porte;2019;False
12091067000168;1;1;1.0;1375495.85;0.0;1375495.85;71164.56;1550.64;0.051737386194222246;0.0;0.0;0;78.0;2021;2021;True;False;PE;TRINCHEIRA FILMES LTDA;;Pequeno Porte;2007;False
04486752000165;1;1;1.0;0.0;1363820.89;1363820.89;750225.28;155501.36;0.5500907674174137;0.0;0.0;0;0.0;2014;2014;False;True;RJ;LAVORO PRODUÇÕES ARTÍSTICAS LTDA.;RJ;Pequeno Porte;1999;True
03863923000165;2;2;1.0;200200.5;1157558.92;1357759.42;625856.0000000001;31132.08;0.46094763975196734;0.0;0.0;0;37.0;2014;2021;False;False;SP;GATA CINE PRODUÇÕES LTDA;SP;Pequeno Porte;1999;True
12081251000127;2;1;0.5;0.0;1346855.3299999998;1346855.3299999998;302670.4;5268.2;0.2247237645040912;0.0;0.0;0;0.0;2016;2023;False;True;SP;FEEL FILMES E PRODUCOES LTDA;SP;Pequeno Porte;2007;False
14100997000166;1;1;1.0;0.0;1334670.0;1334670.0;216912.36;30058.56;0.1625213423542898;0.0;0.0;0;0.0;2019;2019;False;True;SP;GLOBO CINE DIGITAL LTDA - ME;SP;Pequeno Porte;2019;False
07125823000192;1;1;1.0;0.0;1334670.0;1334670.0;2763.32;2763.32;0.0020704144095544216;0.0;0.0;0;0.0;2019;2019;False;True;RJ;BERNY FILMES PROJETOS ARTISTICOS E CULTURAIS LTDA;RJ;Pequeno Porte;2004;True
00508766000181;2;2;1.0;0.0;1333939.34;1333939.34;157116.4;52165.12;0.11778376668912095;0.0;0.0;0;0.0;2014;2014;False;True;PR;SAMBAQUI CULTURAL CINE VÍDEO LTDA;PR;Pequeno Porte;2005;True
04760800000161;2;2;1.0;1033472.65;292400.64;1325873.29;373562.42000000004;97233.08;0.28174820536583856;3.1999999999999997;4.1;2;2716.0;2015;2017;False;False;SP;MERCÚRIO PRODUÇÕES LTDA-ME;SP;Pequeno Porte;1966;True
00205194000161;1;1;1.0;0.0;1320636.94;1320636.94;471387.70000000007;147787.92;0.3569396597372175;0.0;0.0;0;0.0;2014;2014;False;True;SP;HECO PRODUÇÕES LTDA;SP;Pequeno Porte;1967;True
05928108000162;2;1;0.5;1313496.6400000001;0.0;1313496.6400000001;1212.68;1212.68;0.0009232456049525943;0.0;0.0;0;61.0;2022;2023;True;False;PA;COMPANHIA AMAZONICA DE FILMES S/S LTDA.;PA;Pequeno Porte;2004;True
14741081000195;1;0;0.0;0.0;1311239.41;1311239.41;0.0;0.0;0.0;;0.0;0;0.0;2021;2021;False;True;SP;LUC FILMES LTDA - ME;SP;Pequeno Porte;2021;False
14372650000172;1;1;1.0;1294740.42;0.0;1294740.42;20217.96;20217.96;0.015615454409000378;0.0;0.0;0;1017.0;2021;2021;True;False;BA;LIBERATO PRODUÇÕES CULTURAIS LTDA;BA;Pequeno Porte;1972;True
05463157000177;1;1;1.0;1271309.87;0.0;1271309.87;544349.52;418553.52;0.4281800470879692;0.0;0.0;0;21054.0;2023;2023;True;False;SP;PINK FLAMINGO PRODUÇÕES LTDA;SP;Pequeno Porte;2012;False
08016733000126;1;1;1.0;1256093.09;0.0;1256093.09;10615.92;10615.92;0.008451539208769948;0.0;0.0;0;534.0;2022;2022;True;False;PE;ORQUESTRA CINEMA ESTÚDIOS LTDA;;Pequeno Porte;1999;True
14210788000175;1;1;1.0;1252974.6;0.0;1252974.6;395630.2;88545.52;0.3157527694495962;3.3;3.3;1;4454.0;2022;2022;True;False;ES;PIQUE-BANDEIRA PRODUCOES LTDA - ME;;Pequeno Porte;2014;False
19780327000151;1;0;0.0;1252974.6;0.0;1252974.6;0.0;0.0;0.0;;0.0;0;0.0;2023;2023;True;False;ES;GLOBAL VILLAGE CREATIVE E EXECUTIVE;;Pequeno Porte;2010;False
09085894000134;1;0;0.0;1252974.6;0.0;1252974.6;0.0;0.0;0.0;;0.0;0;0.0;2020;2020;True;False;GO;MAISON DU CINEMA PRODUCOES AUDIOVISUAIS LTDA - ME;;Pequeno Porte;2005;True
17219542000152;1;0;0.0;1252974.6;0.0;1252974.6;0.0;0.0;0.0;;0.0;0;0.0;2020;2020;True;False;GO;PIRA FILMES E PRODUCOES LTDA;GO;Pequeno Porte;2014;False
01282220000118;2;2;1.0;1249443.81;0.0;1249443.81;485048.48000000004;68685.40000000001;0.38821151949202104;0.0;0.0;0;3455.0;2016;2019;True;False;SC;REALIZART PRODUÇÃO AUDIOVISUAL LTDA;SC;Pequeno Porte;2007;False
04952911000170;2;2;1.0;1223441.83;0.0;1223441.83;200442.47999999998;21669.2;0.16383490827675884;4.25;8.5;1;97.0;2020;2020;True;False;PR;WG7 AGENCIAMENTO E PRODUÇÕES LTDA. ME;PR;Pequeno Porte;2001;True
