cnpj;n_obras;fsa_mi;receita_crt_mi;pub_por_mi_fsa;tem_intl;pct_sala;tipo;s16_perfil;uf
17219542000152;2;1.48407876;0.07661712;0.0;False;0.0;Independente fora da sala;Baixo retorno / nicho;
17220694000175;3;0.14586142;0.08353164;0.0;False;0.0;Independente fora da sala;Baixo retorno / nicho;
17281724000153;3;0.9601667199999999;0.35153840000000003;58.32320453681211;False;33.33333333333333;Independente fora da sala;Produção para TV/VoD;
17305816000126;1;0.12364072999999999;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
17456554000109;5;7.70002124;3.86139326;16160.215163250641;True;100.0;Duplo Motor;Comerciais de sala;
17623726000183;1;0.44182539000000004;0.32486496000000004;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
17698485000131;1;1.7402425;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
17730742000175;1;0.29451864;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
17822593000174;1;0.20882910000000002;0.01860768;4482.133955468849;False;100.0;Pequeno Porte de Sala;Emergentes / micro;
17902521000137;2;0.5661665899999999;0.1493355;0.0;False;0.0;Independente fora da sala;Baixo retorno / nicho;
17942221000181;2;2.61245204;0.21744291999999998;1103.1781467651365;True;100.0;Vitrine Internacional;Campeãs de público;
18274744000160;5;4.111612200000001;0.43716385999999996;914.7263450575421;False;20.0;Independente fora da sala;Baixo retorno / nicho;
18580137000128;1;0.2402406;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
18589962000193;1;0.91928501;0.0022862;125.09722093695405;False;100.0;Pequeno Porte de Sala;Emergentes / micro;
18595380000110;1;0.2002005;0.083864;0.0;False;0.0;Independente fora da sala;Baixo retorno / nicho;
18641448000150;1;0.5568776;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
18800502000162;1;0.31435740999999995;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
18935572000128;1;0.16526137;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
19069618000136;1;0.9692261600000001;0.44737952000000003;23218.52311538929;False;100.0;Pequeno Porte de Sala;Comerciais de sala;
19099086000180;1;0.95709857;0.14303472;1905.7598215824312;False;100.0;Pequeno Porte de Sala;Produção para TV/VoD;
19152930000199;1;2.66934;0.05401396;1017.8546007627353;False;100.0;Pequeno Porte de Sala;Produção para TV/VoD;
19223689000141;1;0.36213361;0.09281856;0.0;False;0.0;Independente fora da sala;Baixo retorno / nicho;
19265893000125;1;0.56453953;0.00264404;235.5902340443724;False;100.0;Pequeno Porte de Sala;Produção para TV/VoD;
19388280000185;1;0.76392887;0.16748076;27.48947032202095;False;100.0;Pequeno Porte de Sala;Baixo retorno / nicho;
19452266000101;1;0.48529669;0.09749112;2163.624895113132;False;100.0;Pequeno Porte de Sala;Produção para TV/VoD;
19457687000117;3;4.558841950000001;0.15011512;78.7480689037706;True;66.66666666666666;Vitrine Internacional;Prestígio internacional;
19478327000100;1;1.0483;0.027513919999999997;1320.2327577983401;False;100.0;Pequeno Porte de Sala;;
19709434000193;4;2.93650123;0.28725074;2421.589314301087;True;50.0;Vitrine Internacional;Produção para TV/VoD;
19716946000187;1;1.8755811599999999;0.0028229600000000002;75.70986690866526;False;100.0;Pequeno Porte de Sala;Produção para TV/VoD;
19780327000151;1;1.2529746000000002;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
20119267000100;1;0.23204639999999999;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
20232042000165;1;2.088291;0.0814718;33.5202325729508;False;100.0;Pequeno Porte de Sala;Emergentes / micro;
20357494000173;1;0.4404411;0.00015904;18.16360916363164;False;100.0;Pequeno Porte de Sala;Produção para TV/VoD;
20386333000108;1;1.444401;0.00157052;54.693952718116364;False;100.0;Pequeno Porte de Sala;Emergentes / micro;
20519742000135;1;3.0030075;0.31453904000000005;4215.107687876238;True;100.0;Vitrine Internacional;Emergentes / micro;
20786426000120;1;0.12761858;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
21054261000164;1;0.10483;0.13012984;2079.557378612992;False;100.0;Pequeno Porte de Sala;Emergentes / micro;
21277034000106;1;0.52207275;0.062898;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
21384949000102;1;3.1153199799999998;0.08783089999999999;355.6616999580249;False;100.0;Pequeno Porte de Sala;Emergentes / micro;
21557420000143;1;0.04956208;0.08353164;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
21624748000135;1;0.048146699999999994;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
21805885000176;1;1.42911924;0.12865062;1477.833298220798;False;100.0;Pequeno Porte de Sala;Emergentes / micro;
21868012000102;2;0.49626236;0.08270436;265.98833729803727;False;50.0;Pequeno Porte de Sala;Emergentes / micro;
21988610000115;1;0.22868664000000002;0.062898;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
22000363000160;1;0.052415;0.0;0.0;False;0.0;Independente fora da sala;Baixo retorno / nicho;
22071805000169;1;1.80550125;0.08029887999999999;6.092490935688912;False;100.0;Pequeno Porte de Sala;Produção para TV/VoD;
22318373000148;1;0.13921926;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
22327940000122;1;1.1817332600000001;0.13196556;15.231863745630717;False;100.0;Pequeno Porte de Sala;Campeãs de público;
